Step,"Group: femnist - Client #1, train_avg_loss","Group: femnist - Client #1, train_avg_loss__MIN","Group: femnist - Client #1, train_avg_loss__MAX","Group: femnist - Client #2, train_avg_loss","Group: femnist - Client #2, train_avg_loss__MIN","Group: femnist - Client #2, train_avg_loss__MAX","Group: femnist - Client #3, train_avg_loss","Group: femnist - Client #3, train_avg_loss__MIN","Group: femnist - Client #3, train_avg_loss__MAX","Group: femnist - Client #4, train_avg_loss","Group: femnist - Client #4, train_avg_loss__MIN","Group: femnist - Client #4, train_avg_loss__MAX","Group: femnist - Client #5, train_avg_loss","Group: femnist - Client #5, train_avg_loss__MIN","Group: femnist - Client #5, train_avg_loss__MAX",avg,min,max
1453,,,,3.019019127,3.019019127,3.019019127,,,,,,,,,,2.672827673,2.310170889,3.019019127
1507,,,,,,,,,,2.415669918,2.415669918,2.415669918,,,,2.704567051,2.310170889,3.177716017
1519,,,,2.947575808,2.947575808,2.947575808,,,,,,,,,,2.75433445,2.310170889,3.177716017
1525,2.310170889,2.310170889,2.310170889,,,,,,,,,,,,,2.654580021,2.310170889,3.177716017
1550,,,,,,,,,,2.671702623,2.671702623,2.671702623,,,,2.751905584,2.448803663,3.177716017
1566,,,,,,,,,,,,,3.177716017,3.177716017,3.177716017,2.671940565,2.271877527,3.177716017
1592,,,,,,,2.664506912,2.664506912,2.664506912,,,,,,,2.535943174,2.271877527,2.796798706
1619,2.448803663,2.448803663,2.448803663,,,,,,,,,,,,,2.477137947,2.271877527,2.796798706
1628,,,,,,,2.796798706,2.796798706,2.796798706,,,,,,,2.516330004,2.271877527,2.796798706
1679,2.271877527,2.271877527,2.271877527,,,,,,,,,,,,,2.375540304,2.092850208,2.644763947
1686,,,,,,,2.497729063,2.497729063,2.497729063,,,,,,,2.442738581,2.092850208,2.644763947
1732,,,,2.370480776,2.370480776,2.370480776,,,,,,,,,,2.3561656,2.064864159,2.644763947
1741,,,,,,,,,,,,,2.644763947,2.644763947,2.644763947,2.410332394,2.064864159,2.644763947
1765,2.092850208,2.092850208,2.092850208,,,,,,,,,,,,,2.361235905,2.064864159,2.641314745
1766,,,,,,,2.60786891,2.60786891,2.60786891,,,,,,,2.437222433,2.064864159,2.641314745
1770,,,,,,,,,,2.064864159,2.064864159,2.064864159,,,,2.416684246,2.064864159,2.641314745
1781,,,,2.641314745,2.641314745,2.641314745,,,,,,,,,,2.472902155,2.345953703,2.641314745
1802,,,,,,,2.399281502,2.399281502,2.399281502,,,,,,,2.401128864,2.282448292,2.505177975
1816,,,,2.47278285,2.47278285,2.47278285,,,,,,,,,,2.45302453,2.282448292,2.658759832
1831,,,,,,,,,,,,,2.505177975,2.505177975,2.505177975,2.352225471,1.968787551,2.658759832
1849,,,,,,,2.345953703,2.345953703,2.345953703,,,,,,,2.333987451,1.968787551,2.658759832
1886,2.282448292,2.282448292,2.282448292,,,,,,,,,,,,,2.288670039,1.968787551,2.658759832
1893,,,,,,,,,,,,,2.658759832,2.658759832,2.658759832,2.193453193,1.806364059,2.658759832
1929,,,,1.968787551,1.968787551,1.968787551,,,,,,,,,,2.160820031,1.806364059,2.495594025
1960,,,,2.413987875,2.413987875,2.413987875,,,,,,,,,,2.234476566,1.806364059,2.495594025
1962,2.119366646,2.119366646,2.119366646,,,,,,,,,,,,,2.166310406,1.806364059,2.495594025
