Step,nbafl-avg,nbafl-min,nbafl-max,adaclip1-avg,adaclip1-min,adaclip1-max,fixdps-avg,fixdps-min,fixdps-max,mapas-avg,mapas-min,mapas-max
1212,3.917129307,3.76373223,4.000882026,3.508247487,3.471493872,3.572153182,2.453355847,2.371519961,2.534766287,2.394520015,2.274030991,2.558118731
1225,3.928907384,3.76373223,4.036216259,3.469006043,3.353769541,3.572153182,2.42625722,2.343391617,2.534766287,2.245529335,2.111146688,2.351410324
1232,4.08101485,3.986773663,4.220054626,3.420219531,3.33473587,3.572153182,2.365997275,2.149431263,2.534766287,2.15903491,2.091927052,2.274030991
1269,4.009760447,3.773010455,4.220054626,3.388984519,3.33473587,3.478448147,2.350897869,2.149431263,2.534766287,2.205108322,2.091927052,2.412251227
1321,3.924695112,3.773010455,4.220054626,3.424142742,3.33473587,3.478448147,2.376284538,2.149431263,2.66169963,2.297236403,2.091927052,2.412251227
1328,3.847386786,3.773010455,3.988129647,3.437838455,3.375823008,3.478448147,2.384742231,2.149431263,2.66169963,2.4434903,2.387530931,2.53068874
1369,3.937920611,3.781020256,4.044611931,3.377771757,3.298248053,3.45924421,2.35270426,2.149431263,2.66169963,2.329110896,2.069113016,2.53068874
1372,3.931249031,3.761005515,4.044611931,3.345360857,3.298248053,3.375823008,2.462532018,2.183201764,2.698570053,2.303385735,2.069113016,2.53068874
1382,3.935114965,3.761005515,4.044611931,3.336555574,3.298248053,3.362011511,2.473910915,2.183201764,2.698570053,2.302957302,2.069113016,2.529403441
1402,3.843300337,3.761005515,3.99972745,3.353556149,3.349249778,3.362011511,2.404222661,2.183201764,2.698570053,2.378180077,2.294781339,2.529403441
1436,3.936656193,3.769168046,4.041073084,3.382479524,3.349249778,3.448781638,2.439337596,2.183201764,2.698570053,2.350725441,2.227991543,2.529403441
1458,3.860503925,3.769168046,4.041073084,3.367293035,3.303847689,3.448781638,2.427848183,2.1257547,2.698570053,2.268025982,2.227991543,2.294781339
1465,3.953175737,3.771270645,4.047183482,3.342536527,3.274980255,3.448781638,2.413587791,2.1257547,2.627268094,2.323710786,2.227991543,2.461835751
1499,3.984500998,3.771270645,4.135048866,3.256360798,3.19025445,3.303847689,2.464469578,2.1257547,2.666683633,2.271372755,2.070977449,2.461835751
1507,4.061030409,4.000858877,4.135048866,3.301455895,3.19025445,3.439132981,2.417042161,2.076121281,2.666683633,2.246802713,2.070977449,2.461835751
1512,3.965001887,3.759097919,4.135048866,3.304750786,3.19025445,3.439132981,2.366209511,2.076121281,2.666683633,2.189402221,2.070977449,2.289634276
1518,3.90487894,3.759097919,4.000858877,3.327233532,3.25770269,3.439132981,2.431006839,2.076121281,2.666683633,2.326569528,2.207594939,2.48247937
1533,3.894595105,3.759097919,3.970007372,3.314321365,3.25770269,3.400396478,2.326672547,2.076121281,2.666683633,2.31728599,2.179744324,2.48247937
1554,3.893191777,3.754887935,3.970007372,3.312406316,3.25770269,3.400396478,2.259598066,2.076121281,2.449741341,2.316924376,2.179744324,2.48247937
1557,3.914305948,3.754887935,4.018022537,3.257834335,3.09398675,3.400396478,2.312117303,2.105596633,2.449741341,2.171755265,2.046972036,2.288549434
1565,3.931953291,3.754887935,4.022949402,3.196911167,3.09398675,3.279119779,2.271725046,2.105596633,2.449741341,2.26714638,2.046972036,2.465917669
1611,3.931772946,3.754346899,4.022949402,3.179396429,3.09398675,3.226575563,2.242154974,2.105596633,2.338717465,2.256866422,2.046972036,2.465917669
1641,3.853556638,3.754346899,4.022949402,3.260435379,3.217626973,3.337103602,2.273257964,2.133258561,2.338717465,2.359350254,2.25770956,2.465917669
1645,3.847946531,3.754346899,4.00611908,3.252338226,3.193335512,3.337103602,2.335047742,2.133258561,2.640260118,2.352863273,2.25770956,2.446456725
1650,3.973176667,3.783373614,4.130037308,3.206540576,3.089182615,3.337103602,2.336420731,2.133258561,2.640260118,2.278686306,2.035178661,2.446456725
1671,3.960975517,3.746770164,4.130037308,3.16977878,3.089182615,3.226818213,2.356044133,2.231375573,2.640260118,2.245083582,2.035178661,2.446456725
1677,3.880740637,3.746770164,4.130037308,3.208976733,3.089182615,3.310929372,2.413098454,2.231375573,2.640260118,2.207233812,2.035178661,2.332907415
1700,3.764229724,3.746770164,3.780504569,3.273950554,3.226818213,3.310929372,2.386079403,2.126016332,2.640260118,2.303749839,2.25361536,2.332907415
1708,3.848688337,3.765414438,4.000146002,3.291677794,3.279999935,3.310929372,2.333114093,2.126016332,2.587162587,2.257972721,2.116284006,2.332907415
1765,3.846007721,3.757372592,4.000146002,3.281871065,3.279999935,3.284104076,2.315970206,2.126016332,2.587162587,2.256195769,2.116284006,2.327576557
1784,3.840518024,3.757372592,4.000146002,3.247062928,3.179679665,3.281509184,2.288218908,2.092619082,2.587162587,2.227603858,2.116284006,2.327576557
1799,3.858046211,3.757372592,4.05273056,3.17582172,3.066276312,3.281509184,2.295764649,2.092619082,2.624891295,2.199975398,2.033398628,2.327576557
1801,3.921015704,3.764035479,4.05273056,3.183715313,3.066276312,3.305189961,2.348336094,2.092619082,2.624891295,2.140048359,2.033398628,2.23895101
1808,3.997572419,3.946281072,4.05273056,3.17597158,3.066276312,3.305189961,2.314420693,2.092619082,2.624891295,2.194379175,2.033398628,2.401943459
1820,3.902768712,3.76831944,3.993705625,3.208178938,3.156448468,3.305189961,2.276892243,2.072220721,2.624891295,2.258744659,2.147795438,2.401943459
1858,3.955668829,3.76831944,4.104981422,3.127479615,3.063091993,3.162898384,2.335038667,2.072220721,2.624891295,2.217599414,2.024359703,2.401943459
1861,3.881782947,3.76831944,4.104981422,3.159562253,3.063091993,3.252696381,2.224791263,2.072220721,2.388873554,2.184161425,2.024359703,2.301629491
1885,3.958765939,3.772047978,4.104981422,3.160717883,3.063091993,3.252696381,2.229515363,2.072220721,2.412494052,2.250372047,2.024359703,2.425126946
1888,3.908917484,3.772047978,3.999268418,3.220218717,3.166365274,3.252696381,2.239668584,2.072220721,2.412494052,2.274544487,2.096877024,2.425126946
1890,3.971090837,3.955436055,3.999268418,3.197419433,3.166365274,3.241594497,2.356259201,2.073654277,2.655173806,2.300536024,2.096877024,2.425126946
1917,3.96539543,3.955436055,3.982182198,3.215313225,3.184298527,3.241594497,2.325829624,2.073654277,2.655173806,2.196930042,2.096877024,2.379604102
1930,3.905216539,3.774899381,3.982182198,3.174937502,3.120467327,3.220046651,2.396791372,2.231203316,2.655173806,2.239049468,2.114308999,2.379604102
1947,3.84873462,3.774899381,3.982182198,3.189429365,3.120467327,3.227774116,2.376430504,2.231203316,2.655173806,2.211497047,2.114308999,2.29694684
1965,3.854421361,3.774899381,3.99924242,3.186859736,3.120467327,3.227774116,2.440985269,2.231203316,2.655173806,2.215648113,2.126762197,2.29694684
1972,3.856346281,3.780674142,3.99924242,3.213855613,3.201454958,3.227774116,2.368791275,2.231203316,2.579396493,2.232894572,2.126762197,2.29694684
1998,3.96912123,3.780674142,4.127447128,3.137964922,3.000102043,3.212337764,2.403362431,2.294203834,2.579396493,2.143821207,2.029726744,2.274974679
2012,3.957768488,3.780674142,4.127447128,3.115276791,3.000102043,3.201454958,2.338458578,2.103943756,2.579396493,2.225307413,2.029726744,2.371220814
2017,4.025425506,3.965184193,4.127447128,3.107045975,3.000102043,3.176762509,2.397523747,2.103943756,2.606015556,2.169947451,2.029726744,2.371220814
2033,4.009486429,3.965184193,4.079629898,3.104428537,2.992249727,3.176762509,2.381756676,2.103943756,2.606015556,2.17531163,2.045819283,2.371220814
2038,4.026083789,3.983645197,4.079629898,3.113941959,2.992249727,3.176762509,2.364760802,2.103943756,2.606015556,2.172026309,2.045819283,2.361364852
2050,3.952956534,3.76426343,4.079629898,3.084098741,2.992249727,3.17281364,2.395533218,2.103943756,2.606015556,2.20371119,2.045819283,2.361364852
2069,3.933383074,3.76426343,4.020909519,3.129963684,3.087232857,3.17281364,2.467580307,2.209224465,2.606015556,2.302810375,2.203949437,2.361364852
2111,3.850330499,3.76426343,4.020909519,3.131269305,3.087232857,3.176730502,2.450120553,2.209224465,2.557921175,2.270984402,2.203949437,2.343116836
2136,3.929945364,3.765818549,4.020909519,3.072767336,2.911726952,3.176730502,2.367632485,2.0881208,2.557921175,2.222110744,2.057328463,2.343116836
2145,3.842796906,3.759464143,4.003108025,3.055267779,2.911726952,3.176730502,2.397553041,2.0881208,2.557921175,2.172367479,2.057328463,2.265886932
2159,3.900677975,3.759464143,4.003108025,3.017933065,2.911726952,3.077345883,2.306785457,2.0881208,2.518716785,2.115395228,2.057328463,2.193887041
2165,3.825482602,3.759464143,3.939461757,3.095119803,3.064726361,3.143287164,2.339936913,2.0881208,2.629936485,2.184683322,2.094970182,2.265192743
2225,3.887400984,3.777521907,3.945219287,3.118703812,3.064726361,3.14809791,2.340513316,2.0881208,2.629936485,2.216638329,2.094970182,2.289752062
2238,3.960558914,3.777521907,4.158935547,3.044751293,2.842868805,3.14809791,2.411801319,2.104083251,2.629936485,2.200833497,2.047555685,2.289752062
2248,3.957987728,3.76980835,4.158935547,3.039829668,2.842868805,3.14809791,2.393423799,2.104083251,2.629936485,2.202172168,2.047555685,2.289752062
2311,3.977950418,3.76980835,4.158935547,3.027731087,2.842868805,3.128522289,2.505652787,2.266939641,2.665228194,2.20255372,2.047555685,2.290896718
2313,3.847467457,3.767486664,4.005107357,3.114936309,3.104484471,3.128522289,2.496438068,2.266939641,2.665228194,2.266373521,2.239015089,2.290896718
2341,3.930741519,3.767486664,4.019630536,3.077138413,3.015128599,3.111802167,2.411967628,2.099246601,2.665228194,2.203664214,2.081080835,2.290896718
2414,3.957631653,3.767486664,4.08577776,2.96457788,2.774120569,3.104484471,2.438042656,2.099246601,2.665228194,2.112836966,2.018414974,2.239015089
2427,3.956342881,3.763620346,4.08577776,2.927057985,2.774120569,3.015128599,2.429965028,2.099246601,2.665228194,2.102756064,2.018414974,2.208772384
2429,3.9583688,3.763620346,4.08577776,2.956188517,2.774120569,3.102520196,2.375700689,2.099246601,2.583862887,2.174757376,2.018414974,2.297084768
2464,3.922081721,3.763620346,4.025708294,3.057510234,2.991924787,3.102520196,2.283167338,2.099246601,2.574935956,2.260637268,2.208772384,2.297084768
2467,3.917188071,3.748939397,4.025708294,3.050023842,2.969465609,3.102520196,2.373139641,2.121196128,2.574935956,2.252274761,2.183684864,2.297084768
2514,3.95291109,3.748939397,4.13287735,2.92326782,2.722252131,3.07808572,2.328757469,2.121196128,2.549108117,2.143702689,1.971368551,2.276054651
2546,3.963245937,3.748939397,4.13287735,2.91704247,2.722252131,3.05940967,2.303137433,2.098451327,2.549108117,2.14884955,1.971368551,2.291495236
2569,3.968024506,3.763275105,4.13287735,2.916277299,2.722252131,3.05940967,2.241870042,2.087569542,2.549108117,2.146013634,1.971368551,2.291495236
2584,3.934187982,3.763275105,4.031367779,2.907215803,2.695067644,3.05940967,2.334121346,2.087569542,2.582452647,2.142043687,1.959458709,2.291495236
2603,3.854531359,3.763275105,4.031367779,2.903360811,2.695067644,3.047844694,2.290922689,2.087569542,2.582452647,2.118246072,1.959458709,2.220102391
2616,3.961508041,3.768951193,4.084205151,2.805022811,2.672156096,3.047844694,2.266641465,2.087569542,2.582452647,2.045982865,1.958387494,2.220102391
2617,3.940504591,3.768951193,4.084205151,2.888228535,2.672156096,3.047844694,2.258395263,2.05722032,2.582452647,2.081298857,1.958387494,2.220102391
2655,3.939223125,3.765106795,4.084205151,2.879146355,2.672156096,3.020598152,2.282870442,2.05722032,2.582452647,2.081010508,1.958387494,2.219237345
2659,3.904430685,3.765106795,3.97982783,3.020915974,2.944684816,3.097464954,2.177879935,2.05722032,2.333114835,2.182106698,2.065406686,2.261676062
2784,3.905901534,3.765106795,3.97982783,3.054808782,3.020598152,3.097464954,2.202715243,2.05722032,2.457291374,2.253715692,2.219237345,2.280233668
2800,4.010005537,3.972769977,4.077418804,2.887441331,2.518495798,3.097464954,2.164220208,2.039143799,2.457291374,2.169555,1.966755271,2.280233668
2901,3.938158414,3.76428646,4.077418804,2.85362774,2.518495798,3.04636324,2.202745847,2.039143799,2.457291374,2.149731918,1.966755271,2.280233668
2903,3.927348043,3.76428646,4.077418804,2.798511269,2.518495798,2.996024182,2.246051575,2.039143799,2.457291374,2.055570015,1.966755271,2.202206815
2910,3.821761443,3.760659003,3.940338866,2.929069575,2.881013826,2.996024182,2.345857276,2.039143799,2.556528614,2.11862957,1.997747959,2.202206815
2911,3.917905022,3.760659003,4.052717197,2.887230159,2.870505933,2.910170717,2.266082365,2.039143799,2.556528614,2.06689773,1.997747959,2.155933935
2914,3.961363035,3.760659003,4.070712904,2.941270235,2.870505933,3.043134056,2.26789968,2.048230372,2.556528614,2.15910455,2.047011296,2.274368417
2981,4.062596907,4.052717197,4.070712904,2.820433924,2.547661781,3.043134056,2.331515656,2.048230372,2.567928397,2.09873527,1.974826097,2.274368417
2987,4.04405945,3.997104828,4.070712904,2.87620287,2.547661781,3.043134056,2.257255752,2.048230372,2.567928397,2.173125482,1.974826097,2.274368417
3040,4.020092066,3.997104828,4.064360619,2.803466656,2.547661781,3.037812772,2.270913998,2.048230372,2.624819845,2.073668953,1.974826097,2.270181932
3060,4.026556547,3.997104828,4.083754063,2.797528523,2.529847383,3.037812772,2.264587864,2.026786152,2.624819845,2.07687616,1.975998829,2.270181932
3093,4.031502676,3.998810751,4.083754063,2.793519614,2.529847383,3.025786043,2.295276516,2.026786152,2.624819845,2.070051167,1.975998829,2.249706955
3131,4.081906277,4.011943214,4.150021553,2.693329056,2.524353743,3.025786043,2.263871379,2.026786152,2.624819845,2.071973274,1.981765151,2.249706955
3141,4.045154865,3.973499829,4.150021553,2.793987451,2.524353743,3.025786043,2.305539239,2.026786152,2.624819845,2.069845017,1.978062946,2.249706955
3190,4.038526612,3.973499829,4.150021553,2.798572073,2.524353743,3.039539909,2.294201161,2.026786152,2.568129454,2.066627244,1.978062946,2.240053635
3197,4.013701198,3.973499829,4.075545311,2.795109202,2.51396513,3.039539909,2.303001046,2.070785576,2.568129454,2.062721511,1.970047951,2.240053635
3230,4.021812917,3.992058454,4.075545311,2.793258167,2.51396513,3.039539909,2.36187481,2.070785576,2.568129454,2.062859588,1.970047951,2.240053635
3234,4.037172259,3.997834985,4.075545311,2.619734471,2.51396513,2.826269462,2.345585372,2.070785576,2.568129454,1.973283907,1.970047951,1.97847718
3245,4.003008236,3.973053241,4.038136482,2.795044586,2.518968821,3.039895474,2.328734472,2.070785576,2.568129454,2.064032057,1.97132659,2.2422924
3265,3.928900451,3.775511631,4.038136482,2.827509646,2.518968821,3.039895474,2.289822696,2.070785576,2.496042449,2.135741993,1.97132659,2.2422924
3270,3.911761779,3.775511631,3.986720465,2.917793536,2.78982049,3.039895474,2.285864047,2.050992334,2.496042449,2.137490563,1.976572297,2.2422924
3320,3.837735709,3.750975032,3.986720465,2.850252649,2.78982049,2.923664645,2.255077494,2.050992334,2.37357057,2.107067124,1.976572297,2.19360699
3360,3.904013038,3.750975032,3.986720465,2.798997616,2.769899546,2.837272812,2.219964535,2.050992334,2.37357057,2.027287802,1.954269025,2.151022084
3445,3.924380692,3.750975032,4.047823429,2.70110714,2.496149063,2.837272812,2.253305166,2.050992334,2.37357057,2.019094461,1.951992273,2.151022084
3446,3.929982301,3.767779858,4.047823429,2.725904376,2.496149063,2.911664519,2.243169728,2.050992334,2.345962515,2.026352071,1.951992273,2.172794914
3457,3.95237129,3.767779858,4.047823429,2.636504423,2.496149063,2.911664519,2.347781505,2.153890725,2.57405122,2.026201796,1.951992273,2.172794914
3475,3.859002422,3.767716825,4.041510582,2.769015411,2.501699686,2.911664519,2.347523271,2.153890725,2.57405122,2.098285684,1.953818202,2.172794914
3487,3.925316038,3.767716825,4.041510582,2.706953524,2.501699686,2.893682027,2.432651089,2.322893378,2.579529814,2.027077538,1.953818202,2.168243938
3507,3.83031185,3.75649802,3.966720706,2.808248056,2.725478857,2.893682027,2.400757285,2.186493496,2.579529814,2.095697372,1.959170475,2.168243938
3543,3.933655357,3.75649802,4.077747345,2.676171467,2.497452259,2.805583284,2.42405853,2.186493496,2.579529814,2.016658933,1.931128621,2.159677704
3555,3.866950113,3.75649802,4.077747345,2.702247849,2.497452259,2.805583284,2.385891678,2.186493496,2.579529814,2.075791269,1.931128621,2.159677704
3591,3.876970422,3.766604976,4.077747345,2.725549299,2.497452259,2.875487636,2.438160133,2.186493496,2.602160792,2.074801054,1.931128621,2.15670706
3601,3.851110915,3.766604976,4.000168823,2.80627252,2.739621922,2.875487636,2.338949129,2.083474794,2.602160792,2.070839578,1.919244194,2.15670706
3639,3.848999254,3.760269992,4.000168823,2.809540965,2.739621922,2.875487636,2.380940391,2.083474794,2.602160792,2.064008376,1.919244194,2.15670706
3642,3.963825191,3.760269992,4.131036758,2.680210545,2.487496376,2.813513336,2.399124668,2.083474794,2.602160792,1.989880976,1.919244194,2.116073874
3655,3.886547147,3.760269992,4.131036758,2.722331344,2.487496376,2.86598432,2.364488868,2.083474794,2.602160792,2.06410937,1.934324861,2.141929376
3667,3.981588482,3.768334691,4.131036758,2.69022296,2.487496376,2.86598432,2.278374055,2.083474794,2.530320988,1.99864971,1.919694894,2.141929376
3725,3.982143839,3.768334691,4.132702827,2.667207381,2.41844964,2.86598432,2.331559428,2.171586728,2.530320988,1.999696726,1.919694894,2.141929376
3732,4.078922864,4.045393997,4.132702827,2.699359786,2.41844964,2.962441535,2.282708413,2.152194728,2.530320988,2.025247035,1.919694894,2.218580305
3734,3.984317759,3.761578682,4.132702827,2.748914609,2.41844964,2.962441535,2.245696994,2.152194728,2.34940166,2.10107667,1.937465906,2.218580305
3736,3.95628482,3.761578682,4.058671766,2.737639715,2.384624958,2.962441535,2.215239515,2.057750566,2.34940166,2.100468901,1.9356426,2.218580305
3786,3.863000642,3.761578682,4.048604012,2.704301658,2.384624958,2.865852651,2.189183942,2.041308861,2.34940166,2.077089185,1.9356426,2.148441156
3822,3.959886336,3.778819233,4.052235765,2.73122828,2.384624958,2.946632518,2.15244823,2.041308861,2.345263895,2.088550424,1.9356426,2.181567515
3832,3.863159342,3.758423029,4.052235765,2.863995783,2.782927466,2.946632518,2.122184775,2.000877451,2.345263895,2.152780968,2.128334232,2.181567515
3849,3.861946519,3.758423029,4.052235765,2.85577204,2.782927466,2.946632518,2.143154062,2.000877451,2.45011033,2.151076408,2.128334232,2.181567515
3852,3.844632826,3.758423029,4.000294685,2.656449455,2.348664761,2.837756137,2.164139028,2.000877451,2.45011033,2.06240398,1.915550232,2.143327476
3922,3.927099266,3.775180763,4.005822349,2.622896673,2.348664761,2.837756137,2.259191764,2.000877451,2.516572539,1.99416359,1.915550232,2.143327476
3923,4.004027067,4.000294685,4.005964166,2.671312848,2.348664761,2.983004662,2.231094303,2.000877451,2.516572539,2.02588522,1.915550232,2.238492365
3982,4.021566727,4.005822349,4.052913666,2.670008857,2.344752789,2.983004662,2.328393648,2.025235798,2.516572539,2.028317208,1.922846198,2.238492365
3983,4.053911966,4.005964166,4.102858067,2.55680286,2.342651129,2.983004662,2.304036173,2.025235798,2.516572539,2.026234228,1.91736412,2.238492365
4006,3.97116942,3.757736528,4.102858067,2.472217976,2.342651129,2.72925001,2.278622043,2.025235798,2.516572539,1.986887329,1.91736412,2.120451667
4038,3.878367764,3.757736528,4.102858067,2.624248338,2.342651129,2.800843876,2.211632146,2.025235798,2.487374172,2.052533119,1.91736412,2.120451667
4073,3.838346703,3.757736528,3.982794885,2.732570767,2.667618415,2.800843876,2.267553459,2.035604751,2.487374172,2.055140089,1.925185029,2.120451667
4155,3.8442748,3.774508697,3.982794885,2.754243126,2.667618415,2.800843876,2.173328837,2.016251058,2.328322957,2.059968558,1.925185029,2.134937073
4165,3.913637155,3.775520818,3.982794885,2.781556421,2.667618415,2.88278376,2.138742175,2.016251058,2.304842364,2.088911234,1.925185029,2.206611601
4213,3.944639159,3.775520818,4.075800896,2.689269469,2.390757561,2.88278376,2.232942529,2.016251058,2.506606517,2.085669674,1.915460348,2.206611601
4235,3.942014344,3.767646375,4.075800896,2.687106104,2.390757561,2.88278376,2.268901046,2.016251058,2.506606517,2.077462904,1.915460348,2.206611601
4267,3.931146335,3.767646375,4.075800896,2.680647489,2.390757561,2.863407913,2.294029285,2.016251058,2.506606517,2.079510907,1.915460348,2.212755608
4273,3.823043546,3.751492531,3.949991733,2.788057821,2.712988559,2.863407913,2.396727545,2.155389651,2.529742363,2.143637115,2.107838975,2.212755608
4278,3.916674634,3.751492531,4.048539639,2.657943569,2.397434235,2.863407913,2.398148713,2.16249549,2.529742363,2.07731558,1.911352158,2.212755608
4302,3.856277783,3.751492531,4.048539639,2.603294568,2.397434235,2.712988559,2.366638926,2.16249549,2.529742363,2.046513889,1.911352158,2.120350533
4325,3.857819781,3.756118525,4.048539639,2.594974193,2.397434235,2.69946091,2.367906521,2.16249549,2.529742363,2.043501046,1.911352158,2.120350533
4344,3.854957328,3.756118525,4.039952278,2.591223312,2.386181593,2.69946091,2.314131637,2.161609141,2.529742363,2.043750909,1.912101746,2.120350533
4411,3.927343891,3.756118525,4.039952278,2.631934968,2.386181593,2.821595878,2.215781782,2.037993086,2.367753614,2.074983885,1.912101746,2.21404946
4423,4.007744457,3.985960871,4.039952278,2.611211771,2.386181593,2.821595878,2.290249403,2.037993086,2.534833594,2.009784149,1.903201241,2.21404946
