Step,"Grouped runs - Client #1, train_avg_loss","Grouped runs - Client #1, train_avg_loss__MIN","Grouped runs - Client #1, train_avg_loss__MAX","Grouped runs - Client #2, train_avg_loss","Grouped runs - Client #2, train_avg_loss__MIN","Grouped runs - Client #2, train_avg_loss__MAX","Grouped runs - Client #3, train_avg_loss","Grouped runs - Client #3, train_avg_loss__MIN","Grouped runs - Client #3, train_avg_loss__MAX","Grouped runs - Client #4, train_avg_loss","Grouped runs - Client #4, train_avg_loss__MIN","Grouped runs - Client #4, train_avg_loss__MAX","Grouped runs - Client #5, train_avg_loss","Grouped runs - Client #5, train_avg_loss__MIN","Grouped runs - Client #5, train_avg_loss__MAX",avg,min,max
38547,,,,,,,,,,,,,0.373841226,0.373841226,0.373841226,0.342824483,0.243776917,0.467107207
38560,,,,,,,0.467107207,0.467107207,0.467107207,,,,,,,0.358646595,0.243776917,0.467107207
38577,,,,0.243776917,0.243776917,0.243776917,,,,,,,,,,0.301011178,0.178930119,0.452951789
38579,,,,,,,,,,,,,0.319917619,0.319917619,0.319917619,0.335341266,0.178930119,0.452951789
38591,,,,,,,0.309479445,0.309479445,0.309479445,,,,,,,0.369856474,0.178930119,0.492493659
38610,,,,,,,,,,0.452951789,0.452951789,0.452951789,,,,0.387652978,0.178930119,0.492493659
38618,0.178930119,0.178930119,0.178930119,,,,,,,,,,,,,0.351061562,0.178930119,0.492493659
38626,,,,,,,0.415427357,0.415427357,0.415427357,,,,,,,0.378649849,0.269994706,0.492493659
38629,,,,,,,,,,,,,0.492493659,0.492493659,0.492493659,0.349222499,0.268290609,0.492493659
38638,,,,0.398461968,0.398461968,0.398461968,,,,,,,,,,0.305744529,0.268290609,0.398461968
38667,0.269994706,0.269994706,0.269994706,,,,,,,,,,,,,0.293360841,0.268290609,0.33654353
38675,,,,,,,0.316871554,0.316871554,0.316871554,,,,,,,0.29970243,0.268290609,0.33654353
38705,,,,,,,0.268290609,0.268290609,0.268290609,,,,,,,0.287470955,0.255714178,0.33654353
38731,,,,,,,,,,0.275103807,0.275103807,0.275103807,,,,0.296662456,0.255714178,0.33654353
38745,,,,,,,0.33654353,0.33654353,0.33654353,,,,,,,0.315777791,0.255714178,0.370680481
38750,0.301702648,0.301702648,0.301702648,,,,,,,,,,,,,0.327602661,0.255714178,0.395667881
38799,0.255714178,0.255714178,0.255714178,,,,,,,,,,,,,0.321411359,0.255714178,0.395667881
38805,,,,,,,,,,,,,0.314248115,0.314248115,0.314248115,0.316806877,0.232691765,0.395667881
38808,,,,,,,,,,0.370680481,0.370680481,0.370680481,,,,0.310767764,0.232691765,0.395667881
38833,0.395667881,0.395667881,0.395667881,,,,,,,,,,,,,0.303471869,0.232691765,0.395667881
38838,,,,,,,,,,0.270746142,0.270746142,0.270746142,,,,0.28276819,0.232691765,0.334201008
38844,,,,,,,,,,,,,0.232691765,0.232691765,0.232691765,0.263601455,0.174912468,0.334201008
38870,,,,,,,0.284052551,0.284052551,0.284052551,,,,,,,0.259122607,0.174912468,0.334201008
38884,0.334201008,0.334201008,0.334201008,,,,,,,,,,,,,0.258153483,0.174912468,0.334201008
38911,,,,,,,,,,,,,0.292149484,0.292149484,0.292149484,0.293121722,0.174912468,0.509042203
38924,0.174912468,0.174912468,0.174912468,,,,,,,,,,,,,0.31083031,0.174912468,0.509042203
38926,,,,0.210297525,0.210297525,0.210297525,,,,,,,,,,0.327098203,0.210297525,0.509042203
38953,,,,,,,,,,0.279206932,0.279206932,0.279206932,,,,0.318212652,0.165869772,0.509042203
38986,,,,,,,0.509042203,0.509042203,0.509042203,,,,,,,0.336252248,0.165869772,0.509042203
38995,,,,,,,,,,0.380692422,0.380692422,0.380692422,,,,0.286855567,0.165869772,0.380692422
39022,,,,,,,,,,,,,0.256251931,0.256251931,0.256251931,0.280407518,0.165869772,0.369404912
39032,,,,0.165869772,0.165869772,0.165869772,,,,,,,,,,0.309114653,0.165869772,0.399787605
39059,,,,,,,,,,0.369404912,0.369404912,0.369404912,,,,0.336743021,0.262058794,0.399787605
39065,0.262058794,0.262058794,0.262058794,,,,,,,,,,,,,0.317181194,0.262058794,0.399787605
39112,,,,0.348452181,0.348452181,0.348452181,,,,,,,,,,0.32829808,0.271595776,0.399787605
39121,,,,,,,,,,0.399787605,0.399787605,0.399787605,,,,0.344032758,0.271595776,0.427125573
39149,,,,,,,0.304011613,0.304011613,0.304011613,,,,,,,0.302908,0.194163814,0.427125573
39162,,,,,,,,,,,,,0.271595776,0.271595776,0.271595776,0.293166098,0.194163814,0.427125573
39181,0.317643225,0.317643225,0.317643225,,,,,,,,,,,,,0.299865469,0.194163814,0.427125573
39182,,,,0.427125573,0.427125573,0.427125573,,,,,,,,,,0.309957579,0.194163814,0.427125573
39213,,,,,,,,,,,,,0.194163814,0.194163814,0.194163814,0.271925452,0.194163814,0.368103772
39235,,,,0.255302101,0.255302101,0.255302101,,,,,,,,,,0.285061306,0.236964941,0.368103772
39244,,,,,,,0.305092633,0.305092633,0.305092633,,,,,,,0.289406389,0.236964941,0.368103772
39252,,,,,,,,,,0.368103772,0.368103772,0.368103772,,,,0.281337583,0.236964941,0.368103772
39272,,,,0.236964941,0.236964941,0.236964941,,,,,,,,,,0.302195162,0.236964941,0.472391665
39298,,,,,,,,,,,,,0.259843081,0.259843081,0.259843081,0.319281268,0.259843081,0.472391665
39300,,,,,,,0.277027518,0.277027518,0.277027518,,,,,,,0.344425195,0.264748603,0.472391665
39360,,,,,,,,,,,,,0.264748603,0.264748603,0.264748603,0.352744454,0.264748603,0.472391665
39391,,,,0.472391665,0.472391665,0.472391665,,,,,,,,,,0.339984718,0.200949922,0.472391665
39425,0.322395474,0.322395474,0.322395474,,,,,,,,,,,,,0.290297416,0.200949922,0.385562718
39434,,,,,,,,,,,,,0.385562718,0.385562718,0.385562718,0.285825077,0.200949922,0.385562718
39458,,,,,,,,,,0.318623811,0.318623811,0.318623811,,,,0.264907631,0.200949922,0.318623811
39473,,,,0.200949922,0.200949922,0.200949922,,,,,,,,,,0.277328363,0.200949922,0.38072747
39507,,,,,,,,,,,,,0.223955154,0.223955154,0.223955154,0.279532734,0.211971775,0.38072747
39522,,,,0.300033778,0.300033778,0.300033778,,,,,,,,,,0.285697541,0.211971775,0.38072747
39529,,,,,,,0.280975491,0.280975491,0.280975491,,,,,,,0.280428901,0.211971775,0.38072747
39536,,,,,,,,,,0.38072747,0.38072747,0.38072747,,,,0.264041358,0.199037775,0.38072747
39573,,,,0.211971775,0.211971775,0.211971775,,,,,,,,,,0.226655498,0.193798169,0.273690581
39574,,,,,,,,,,0.25477919,0.25477919,0.25477919,,,,0.235811675,0.193798169,0.273690581
39591,,,,,,,0.273690581,0.273690581,0.273690581,,,,,,,0.297182995,0.193798169,0.561635792
39626,,,,,,,,,,0.199037775,0.199037775,0.199037775,,,,0.305291885,0.193798169,0.561635792
39654,,,,0.193798169,0.193798169,0.193798169,,,,,,,,,,0.328067884,0.193798169,0.561635792
39660,,,,,,,0.257752657,0.257752657,0.257752657,,,,,,,0.357192987,0.257752657,0.561635792
39678,,,,,,,,,,,,,0.561635792,0.561635792,0.561635792,0.344775057,0.195663005,0.561635792
39681,,,,,,,,,,0.314235032,0.314235032,0.314235032,,,,0.314799356,0.195663005,0.41175729
39692,0.312917769,0.312917769,0.312917769,,,,,,,,,,,,,0.308057207,0.195663005,0.41175729
39726,0.339423686,0.339423686,0.339423686,,,,,,,,,,,,,0.322202665,0.195663005,0.41175729
39807,,,,,,,,,,0.195663005,0.195663005,0.195663005,,,,0.327955419,0.195663005,0.41175729
39810,0.41175729,0.41175729,0.41175729,,,,,,,,,,,,,0.35244115,0.280524284,0.41175729
39817,,,,0.280524284,0.280524284,0.280524284,,,,,,,,,,0.342564416,0.280524284,0.383645058
39847,,,,,,,,,,,,,0.383645058,0.383645058,0.383645058,0.349421412,0.314809263,0.383645058
39874,,,,0.368187457,0.368187457,0.368187457,,,,,,,,,,0.317764887,0.225362435,0.368187457
39908,,,,,,,,,,,,,0.318091661,0.318091661,0.318091661,0.295988998,0.225362435,0.36237362
39923,0.36237362,0.36237362,0.36237362,,,,,,,,,,,,,0.282437375,0.225362435,0.36237362
39952,,,,,,,,,,0.314809263,0.314809263,0.314809263,,,,0.255684847,0.225362435,0.314809263
39960,,,,,,,,,,,,,0.225362435,0.225362435,0.225362435,0.26717521,0.225362435,0.372261077
39992,,,,0.25930801,0.25930801,0.25930801,,,,,,,,,,0.261885089,0.198911831,0.372261077
39999,,,,,,,,,,0.250333548,0.250333548,0.250333548,,,,0.28333779,0.198911831,0.372261077
40042,,,,,,,,,,,,,0.228610978,0.228610978,0.228610978,0.271407011,0.190679654,0.372261077
40062,,,,0.372261077,0.372261077,0.372261077,,,,,,,,,,0.279478055,0.190679654,0.372261077
40076,,,,,,,,,,,,,0.198911831,0.198911831,0.198911831,0.277722818,0.190679654,0.366571516
40082,,,,,,,,,,0.366571516,0.366571516,0.366571516,,,,0.279343662,0.190679654,0.366571516
40094,0.190679654,0.190679654,0.190679654,,,,,,,,,,,,,0.245760167,0.190679654,0.363484889
40100,,,,0.268966198,0.268966198,0.268966198,,,,,,,,,,0.287437138,0.198654041,0.399064511
40158,,,,,,,0.363484889,0.363484889,0.363484889,,,,,,,0.296158025,0.198654041,0.399064511
40163,,,,,,,,,,0.207016051,0.207016051,0.207016051,,,,0.277409545,0.198654041,0.399064511
40171,0.198654041,0.198654041,0.198654041,,,,,,,,,,,,,0.293825665,0.198654041,0.399064511
40193,,,,,,,0.399064511,0.399064511,0.399064511,,,,,,,0.300464314,0.231847286,0.399064511
40195,,,,,,,,,,,,,0.312570632,0.312570632,0.312570632,0.280553365,0.231847286,0.312570632
40218,,,,,,,,,,0.269742489,0.269742489,0.269742489,,,,0.266801786,0.231847286,0.299509764
40227,0.289096653,0.289096653,0.289096653,,,,,,,,,,,,,0.252905068,0.200258896,0.299509764
40249,,,,,,,,,,,,,0.231847286,0.231847286,0.231847286,0.24091202,0.200258896,0.299509764
40279,,,,0.299509764,0.299509764,0.299509764,,,,,,,,,,0.28019492,0.200258896,0.428261787
40299,,,,,,,,,,0.24381274,0.24381274,0.24381274,,,,0.272891897,0.200258896,0.428261787
40311,,,,,,,,,,,,,0.200258896,0.200258896,0.200258896,0.304461145,0.200258896,0.428261787
40328,,,,0.229131415,0.229131415,0.229131415,,,,,,,,,,0.304635668,0.201131508,0.428261787
40353,,,,,,,,,,0.428261787,0.428261787,0.428261787,,,,0.320789072,0.201131508,0.428261787
40358,0.262994647,0.262994647,0.262994647,,,,,,,,,,,,,0.307860324,0.201131508,0.401658982
40367,,,,,,,,,,,,,0.401658982,0.401658982,0.401658982,0.330373439,0.201131508,0.401658982
40414,,,,0.201131508,0.201131508,0.201131508,,,,,,,,,,0.30723258,0.201131508,0.375560224
40435,0.309898436,0.309898436,0.309898436,,,,,,,,,,,,,0.309306079,0.211499006,0.375560224
40456,,,,0.363618046,0.363618046,0.363618046,,,,,,,,,,0.306960565,0.211499006,0.375560224
40463,,,,,,,,,,0.375560224,0.375560224,0.375560224,,,,0.260586584,0.13174814,0.375560224
40494,,,,0.285954684,0.285954684,0.285954684,,,,,,,,,,0.250122452,0.13174814,0.323239565
40496,0.211499006,0.211499006,0.211499006,,,,,,,,,,,,,0.318819088,0.13174814,0.629437864
40556,,,,,,,0.298170865,0.298170865,0.298170865,,,,,,,0.312279326,0.13174814,0.629437864
40584,,,,0.13174814,0.13174814,0.13174814,,,,,,,,,,0.314906108,0.13174814,0.629437864
40591,,,,,,,,,,0.323239565,0.323239565,0.323239565,,,,0.343817186,0.178800195,0.629437864
40597,,,,,,,0.629437864,0.629437864,0.629437864,,,,,,,0.329105827,0.178800195,0.629437864
40635,0.178800195,0.178800195,0.178800195,,,,,,,,,,,,,0.256529018,0.178800195,0.311304778
40636,,,,,,,,,,,,,0.311304778,0.311304778,0.311304778,0.296890584,0.249682769,0.380608022
40665,0.27630353,0.27630353,0.27630353,,,,,,,,,,,,,0.303850338,0.249682769,0.380608022
40705,0.249682769,0.249682769,0.249682769,,,,,,,,,,,,,0.300939521,0.249682769,0.380608022
40745,0.266553819,0.266553819,0.266553819,,,,,,,,,,,,,0.290825221,0.199111268,0.380608022
40746,,,,0.380608022,0.380608022,0.380608022,,,,,,,,,,0.286461896,0.199111268,0.380608022
40772,,,,,,,0.346103549,0.346103549,0.346103549,,,,,,,0.252769399,0.199111268,0.346103549
40790,,,,0.261749446,0.261749446,0.261749446,,,,,,,,,,0.216729632,0.165904716,0.261749446
40856,,,,,,,,,,0.199111268,0.199111268,0.199111268,,,,0.239381877,0.165904716,0.375010669
40888,,,,,,,0.244737193,0.244737193,0.244737193,,,,,,,0.268105429,0.165904716,0.375010669
40898,,,,0.212145537,0.212145537,0.212145537,,,,,,,,,,0.311187765,0.165904716,0.460148871
40908,,,,,,,,,,,,,0.165904716,0.165904716,0.165904716,0.337347129,0.165904716,0.460148871
40942,,,,,,,0.375010669,0.375010669,0.375010669,,,,,,,0.369899416,0.328666151,0.460148871
40959,,,,,,,,,,,,,0.342729032,0.342729032,0.342729032,0.385020339,0.328666151,0.460148871
40973,,,,,,,0.460148871,0.460148871,0.460148871,,,,,,,0.42019099,0.328666151,0.518582284
40980,,,,,,,,,,0.342942357,0.342942357,0.342942357,,,,0.386864418,0.29351601,0.518582284
41052,,,,0.328666151,0.328666151,0.328666151,,,,,,,,,,0.37320931,0.274666816,0.518582284
41081,,,,,,,,,,0.450615287,0.450615287,0.450615287,,,,0.365585047,0.274666816,0.518582284
41125,,,,,,,,,,0.518582284,0.518582284,0.518582284,,,,0.342258722,0.274666816,0.518582284
41126,,,,0.29351601,0.29351601,0.29351601,,,,,,,,,,0.301221216,0.274666816,0.33398366
41163,,,,,,,0.274666816,0.274666816,0.274666816,,,,,,,0.276017123,0.167495549,0.33398366
41164,,,,,,,,,,0.290544838,0.290544838,0.290544838,,,,0.273633379,0.167495549,0.33398366
41169,0.33398366,0.33398366,0.33398366,,,,,,,,,,,,,0.2739555,0.167495549,0.33398366
41196,,,,0.313394755,0.313394755,0.313394755,,,,,,,,,,0.257302624,0.167495549,0.313394755
41202,,,,,,,,,,0.167495549,0.167495549,0.167495549,,,,0.240088755,0.167495549,0.292155445
41246,,,,0.262748092,0.262748092,0.262748092,,,,,,,,,,0.25479365,0.22732541,0.292155445
41266,0.292155445,0.292155445,0.292155445,,,,,,,,,,,,,0.287553674,0.22732541,0.426548213
41287,,,,,,,,,,,,,0.250719279,0.250719279,0.250719279,0.303657603,0.22732541,0.426548213
41298,,,,,,,0.22732541,0.22732541,0.22732541,,,,,,,0.337240547,0.22732541,0.426548213
41314,,,,,,,,,,0.241020024,0.241020024,0.241020024,,,,0.342352664,0.241020024,0.426548213
41318,,,,,,,,,,,,,0.426548213,0.426548213,0.426548213,0.362143654,0.252885997,0.426548213
41335,0.372675091,0.372675091,0.372675091,,,,,,,,,,,,,0.334869623,0.252885997,0.418633997
41373,,,,,,,,,,,,,0.418633997,0.418633997,0.418633997,0.301273814,0.204696044,0.418633997
41397,,,,,,,,,,0.252885997,0.252885997,0.252885997,,,,0.276768425,0.204696044,0.33997497
41409,,,,,,,0.33997497,0.33997497,0.33997497,,,,,,,0.262375289,0.180920318,0.33997497
41414,,,,,,,,,,,,,0.290178061,0.290178061,0.290178061,0.250671172,0.180920318,0.296107054
41421,0.204696044,0.204696044,0.204696044,,,,,,,,,,,,,0.286641365,0.180920318,0.470029026
41443,,,,0.296107054,0.296107054,0.296107054,,,,,,,,,,0.301428655,0.180920318,0.470029026
41459,0.180920318,0.180920318,0.180920318,,,,,,,,,,,,,0.300656596,0.180920318,0.470029026
41463,,,,,,,0.281454384,0.281454384,0.281454384,,,,,,,0.329821908,0.278632492,0.470029026
41473,,,,,,,,,,0.470029026,0.470029026,0.470029026,,,,0.319487518,0.229782432,0.470029026
41499,,,,,,,,,,,,,0.278632492,0.278632492,0.278632492,0.320909905,0.229782432,0.477140963
41507,,,,0.292246759,0.292246759,0.292246759,,,,,,,,,,0.326708817,0.229782432,0.477140963
41510,,,,,,,0.326746881,0.326746881,0.326746881,,,,,,,0.311319685,0.215301096,0.477140963
41522,0.229782432,0.229782432,0.229782432,,,,,,,,,,,,,0.284536162,0.192829266,0.477140963
41541,,,,,,,0.477140963,0.477140963,0.477140963,,,,,,,0.292366603,0.192829266,0.477140963
41546,,,,0.307627052,0.307627052,0.307627052,,,,,,,,,,0.2530036,0.192829266,0.307627052
41583,,,,0.215301096,0.215301096,0.215301096,,,,,,,,,,0.227147818,0.178348139,0.280325949
41593,0.192829266,0.192829266,0.192829266,,,,,,,,,,,,,0.23847025,0.178348139,0.280325949
41597,,,,,,,0.268934637,0.268934637,0.268934637,,,,,,,0.282908335,0.178348139,0.415019691
41655,0.280325949,0.280325949,0.280325949,,,,,,,,,,,,,0.281414083,0.178348139,0.415019691
41684,,,,0.178348139,0.178348139,0.178348139,,,,,,,,,,0.28329542,0.178348139,0.415019691
41690,,,,,,,,,,0.27191326,0.27191326,0.27191326,,,,0.282078278,0.17226243,0.415019691
41694,,,,,,,,,,,,,0.415019691,0.415019691,0.415019691,0.294887179,0.17226243,0.415019691
41727,,,,,,,0.261463374,0.261463374,0.261463374,,,,,,,0.261391672,0.17226243,0.335957766
41751,,,,,,,,,,0.289732635,0.289732635,0.289732635,,,,0.262363335,0.17226243,0.335957766
41757,0.17226243,0.17226243,0.17226243,,,,,,,,,,,,,0.25918726,0.17226243,0.335957766
41771,,,,0.335957766,0.335957766,0.335957766,,,,,,,,,,0.271002305,0.231337652,0.335957766
41780,,,,,,,,,,,,,0.247542158,0.247542158,0.247542158,0.243061033,0.196251407,0.273852259
41786,,,,,,,0.266321689,0.266321689,0.266321689,,,,,,,0.241275042,0.196251407,0.273852259
41801,0.273852259,0.273852259,0.273852259,,,,,,,,,,,,,0.242864937,0.196251407,0.27427116
41829,,,,,,,,,,,,,0.231337652,0.231337652,0.231337652,0.272131824,0.196251407,0.420186698
41848,0.196251407,0.196251407,0.196251407,,,,,,,,,,,,,0.279713401,0.196251407,0.420186698
41897,,,,,,,,,,0.238612205,0.238612205,0.238612205,,,,0.288054818,0.237958491,0.420186698
41906,,,,,,,0.27427116,0.27427116,0.27427116,,,,,,,0.278993881,0.193307519,0.420186698
41929,,,,0.420186698,0.420186698,0.420186698,,,,,,,,,,0.29982658,0.193307519,0.420186698
41943,,,,,,,0.269245535,0.269245535,0.269245535,,,,,,,0.26981616,0.193307519,0.378434658
41951,,,,,,,,,,,,,0.237958491,0.237958491,0.237958491,0.259228933,0.193307519,0.378434658
41968,,,,0.193307519,0.193307519,0.193307519,,,,,,,,,,0.251306745,0.193307519,0.378434658
41986,,,,,,,,,,0.378434658,0.378434658,0.378434658,,,,0.246321884,0.168383211,0.378434658
42020,,,,,,,0.270134598,0.270134598,0.270134598,,,,,,,0.221684572,0.168383211,0.270134598
42025,0.216309398,0.216309398,0.216309398,,,,,,,,,,,,,0.222570142,0.168383211,0.274562448
42036,,,,,,,,,,0.198347554,0.198347554,0.198347554,,,,0.235609397,0.168383211,0.281505674
42055,,,,,,,,,,,,,0.168383211,0.168383211,0.168383211,0.253407508,0.168383211,0.287338108
42069,,,,0.2552481,0.2552481,0.2552481,,,,,,,,,,0.251381043,0.158250883,0.287338108
42109,,,,0.274562448,0.274562448,0.274562448,,,,,,,,,,0.281644705,0.158250883,0.406566411
42151,0.281505674,0.281505674,0.281505674,,,,,,,,,,,,,0.304002014,0.158250883,0.406566411
42165,,,,,,,,,,0.287338108,0.287338108,0.287338108,,,,0.30753617,0.158250883,0.406566411
42166,,,,0.158250883,0.158250883,0.158250883,,,,,,,,,,0.307028636,0.158250883,0.406566411
42179,,,,,,,,,,,,,0.406566411,0.406566411,0.406566411,0.332301444,0.284614921,0.406566411
42187,,,,,,,0.386348993,0.386348993,0.386348993,,,,,,,0.301509309,0.252605736,0.386348993
42206,,,,0.299176455,0.299176455,0.299176455,,,,,,,,,,0.280764073,0.252605736,0.299176455
42239,,,,,,,,,,0.28480044,0.28480044,0.28480044,,,,0.282847458,0.252605736,0.309593379
42245,0.284614921,0.284614921,0.284614921,,,,,,,,,,,,,0.269100264,0.216064468,0.309593379
42246,,,,0.252605736,0.252605736,0.252605736,,,,,,,,,,0.266177616,0.216064468,0.309593379
42267,,,,,,,0.282622814,0.282622814,0.282622814,,,,,,,0.27544246,0.216064468,0.309593379
42281,,,,,,,,,,0.309593379,0.309593379,0.309593379,,,,0.272272405,0.216064468,0.309593379
42318,0.216064468,0.216064468,0.216064468,,,,,,,,,,,,,0.275887904,0.216064468,0.327670872
42326,,,,,,,,,,0.27000168,0.27000168,0.27000168,,,,0.27308684,0.20205915,0.327670872
42356,,,,,,,0.29892996,0.29892996,0.29892996,,,,,,,0.26072273,0.20205915,0.327670872
42358,,,,0.266772538,0.266772538,0.266772538,,,,,,,,,,0.267896941,0.20205915,0.334801018
42407,,,,,,,,,,0.327670872,0.327670872,0.327670872,,,,0.26658214,0.20205915,0.334801018
42452,,,,,,,,,,0.20205915,0.20205915,0.20205915,,,,0.258107927,0.20205915,0.334801018
42491,,,,,,,0.208181128,0.208181128,0.208181128,,,,,,,0.285601577,0.208181128,0.339527398
42534,0.334801018,0.334801018,0.334801018,,,,,,,,,,,,,0.324064201,0.260198534,0.400494248
42554,,,,0.260198534,0.260198534,0.260198534,,,,,,,,,,0.274638867,0.08767435,0.400494248
42558,,,,,,,,,,0.285299808,0.285299808,0.285299808,,,,0.297688425,0.08767435,0.400494248
42593,0.339527398,0.339527398,0.339527398,,,,,,,,,,,,,0.296092314,0.08767435,0.400494248
42601,,,,,,,,,,,,,0.400494248,0.400494248,0.400494248,0.303950334,0.08767435,0.400494248
42605,,,,,,,,,,0.08767435,0.08767435,0.08767435,,,,0.301237291,0.08767435,0.386929035
42625,0.37544632,0.37544632,0.37544632,,,,,,,,,,,,,0.323320904,0.198092416,0.386929035
42627,,,,,,,0.277319252,0.277319252,0.277319252,,,,,,,0.291269639,0.198092416,0.386929035
42633,,,,,,,,,,,,,0.378817499,0.378817499,0.378817499,0.285634068,0.198092416,0.386929035
42661,,,,,,,,,,0.386929035,0.386929035,0.386929035,,,,0.292972997,0.198092416,0.415512145
42678,,,,,,,,,,,,,0.198092416,0.198092416,0.198092416,0.267649308,0.198092416,0.415512145
42712,,,,0.215189993,0.215189993,0.215189993,,,,,,,,,,0.293901885,0.215189993,0.415512145
42738,,,,,,,,,,,,,0.249141395,0.249141395,0.249141395,0.288798782,0.189674482,0.415512145
42747,,,,,,,,,,0.415512145,0.415512145,0.415512145,,,,0.312834319,0.189674482,0.415512145
42756,,,,,,,0.26031059,0.26031059,0.26031059,,,,,,,0.286073932,0.189674482,0.369319081
42762,0.329355299,0.329355299,0.329355299,,,,,,,,,,,,,0.259685251,0.128367186,0.369319081
42782,,,,,,,,,,0.189674482,0.189674482,0.189674482,,,,0.228321487,0.128367186,0.369319081
42794,,,,,,,0.369319081,0.369319081,0.369319081,,,,,,,0.239372146,0.128367186,0.369319081
42814,,,,,,,,,,0.281710207,0.281710207,0.281710207,,,,0.221659911,0.128367186,0.281710207
42817,,,,0.128367186,0.128367186,0.128367186,,,,,,,,,,0.253720796,0.128367186,0.442014635
42827,0.172536477,0.172536477,0.172536477,,,,,,,,,,,,,0.317060357,0.172536477,0.445064992
42850,,,,,,,,,,0.244927779,0.244927779,0.244927779,,,,0.330725878,0.240864083,0.445064992
42975,,,,0.280757904,0.280757904,0.280757904,,,,,,,,,,0.33466343,0.240864083,0.445064992
42987,,,,,,,,,,0.442014635,0.442014635,0.442014635,,,,0.326761031,0.240864083,0.445064992
43028,,,,,,,0.445064992,0.445064992,0.445064992,,,,,,,0.285900217,0.237710565,0.445064992
43029,,,,,,,,,,0.240864083,0.240864083,0.240864083,,,,0.276155519,0.237710565,0.396341503
43035,,,,0.264615536,0.264615536,0.264615536,,,,,,,,,,0.299268916,0.237710565,0.396341503
43092,,,,,,,,,,,,,0.241245911,0.241245911,0.241245911,0.347077659,0.237710565,0.503659248
43097,,,,,,,,,,0.237710565,0.237710565,0.237710565,,,,0.352989453,0.237710565,0.503659248
43098,0.396341503,0.396341503,0.396341503,,,,,,,,,,,,,0.336569199,0.155609295,0.503659248
43130,,,,,,,,,,0.356431067,0.356431067,0.356431067,,,,0.319626597,0.155609295,0.503659248
43137,,,,,,,0.503659248,0.503659248,0.503659248,,,,,,,0.312465569,0.155609295,0.503659248
43138,,,,,,,,,,,,,0.270804882,0.270804882,0.270804882,0.257799008,0.155609295,0.320625931
43172,,,,,,,,,,0.155609295,0.155609295,0.155609295,,,,0.254513195,0.155609295,0.320625931
43175,,,,0.311628491,0.311628491,0.311628491,,,,,,,,,,0.293752748,0.230326444,0.351807058
43191,0.320625931,0.320625931,0.320625931,,,,,,,,,,,,,0.298208731,0.230326444,0.351807058
43194,,,,,,,0.230326444,0.230326444,0.230326444,,,,,,,0.287391657,0.230326444,0.351807058
43206,,,,,,,,,,,,,0.254375815,0.254375815,0.254375815,0.30332638,0.254375815,0.351807058
43238,,,,,,,0.351807058,0.351807058,0.351807058,,,,,,,0.295464897,0.2150684,0.351807058
43256,0.333908409,0.333908409,0.333908409,,,,,,,,,,,,,0.258998695,0.169476047,0.333908409
43257,,,,,,,,,,0.266540557,0.266540557,0.266540557,,,,0.223863474,0.158232301,0.310000062
43259,,,,0.310000062,0.310000062,0.310000062,,,,,,,,,,0.216912493,0.158232301,0.310000062
43280,,,,,,,0.2150684,0.2150684,0.2150684,,,,,,,0.197906429,0.158232301,0.231785655
43303,,,,0.169476047,0.169476047,0.169476047,,,,,,,,,,0.198837927,0.158232301,0.231785655
43320,0.158232301,0.158232301,0.158232301,,,,,,,,,,,,,0.22016995,0.158232301,0.27613616
43333,,,,0.231785655,0.231785655,0.231785655,,,,,,,,,,0.223154569,0.173155397,0.27613616
43450,0.214969739,0.214969739,0.214969739,,,,,,,,,,,,,0.234801972,0.173155397,0.290022671
43456,,,,,,,,,,,,,0.219725892,0.219725892,0.219725892,0.236937794,0.173155397,0.290022671
43481,,,,0.27613616,0.27613616,0.27613616,,,,,,,,,,0.250307721,0.173155397,0.290022671
43493,0.173155397,0.173155397,0.173155397,,,,,,,,,,,,,0.232390356,0.173155397,0.290022671
43515,,,,,,,,,,0.290022671,0.290022671,0.290022671,,,,0.278057146,0.186549336,0.401489347
43521,,,,0.22564885,0.22564885,0.22564885,,,,,,,,,,0.271712786,0.186549336,0.401489347
43524,,,,,,,0.286575526,0.286575526,0.286575526,,,,,,,0.303468424,0.186549336,0.401489347
43547,0.186549336,0.186549336,0.186549336,,,,,,,,,,,,,0.326362234,0.186549336,0.401489347
43552,,,,,,,,,,0.401489347,0.401489347,0.401489347,,,,0.316308948,0.136282906,0.401489347
43558,,,,0.258300871,0.258300871,0.258300871,,,,,,,,,,0.303307536,0.136282906,0.401044577
43607,,,,,,,,,,0.384427041,0.384427041,0.384427041,,,,0.262041092,0.051968649,0.401044577
43620,,,,,,,0.401044577,0.401044577,0.401044577,,,,,,,0.221437401,0.051968649,0.401044577
43623,,,,0.136282906,0.136282906,0.136282906,,,,,,,,,,0.220644927,0.051968649,0.39708221
43656,,,,0.336482286,0.336482286,0.336482286,,,,,,,,,,0.237688601,0.051968649,0.39708221
43671,0.051968649,0.051968649,0.051968649,,,,,,,,,,,,,0.250870925,0.051968649,0.402393907
43675,,,,,,,,,,,,,0.181408584,0.181408584,0.181408584,0.328367177,0.181408584,0.439449906
43683,,,,,,,,,,0.39708221,0.39708221,0.39708221,,,,0.329176766,0.185456529,0.439449906
43707,0.221501276,0.221501276,0.221501276,,,,,,,,,,,,,0.311782593,0.185456529,0.439449906
