Step,"Grouped runs - Client #1, train_avg_loss","Grouped runs - Client #1, train_avg_loss__MIN","Grouped runs - Client #1, train_avg_loss__MAX","Grouped runs - Client #2, train_avg_loss","Grouped runs - Client #2, train_avg_loss__MIN","Grouped runs - Client #2, train_avg_loss__MAX","Grouped runs - Client #3, train_avg_loss","Grouped runs - Client #3, train_avg_loss__MIN","Grouped runs - Client #3, train_avg_loss__MAX","Grouped runs - Client #4, train_avg_loss","Grouped runs - Client #4, train_avg_loss__MIN","Grouped runs - Client #4, train_avg_loss__MAX","Grouped runs - Client #5, train_avg_loss","Grouped runs - Client #5, train_avg_loss__MIN","Grouped runs - Client #5, train_avg_loss__MAX",avg,min,max
13503,,,,,,,0.984064639,0.984064639,0.984064639,,,,,,,0.900427687,0.663782358,1.046436906
13522,0.836419344,0.836419344,0.836419344,,,,,,,,,,,,,0.838433135,0.663782358,1.046436906
13541,,,,,,,0.971435189,0.971435189,0.971435189,,,,,,,0.86605221,0.663782358,1.046436906
13550,,,,1.046436906,1.046436906,1.046436906,,,,,,,,,,0.805525792,0.663782358,1.046436906
13559,,,,,,,,,,,,,0.663782358,0.663782358,0.663782358,0.773165047,0.663782358,0.974514723
13569,0.674091876,0.674091876,0.674091876,,,,,,,,,,,,,0.789308512,0.668803096,0.974514723
13580,,,,,,,,,,0.974514723,0.974514723,0.974514723,,,,0.851326704,0.668803096,0.984182835
13597,,,,0.668803096,0.668803096,0.668803096,,,,,,,,,,0.827477598,0.668803096,0.984182835
13668,,,,0.884633183,0.884633183,0.884633183,,,,,,,,,,0.816032946,0.611579835,0.984182835
13689,0.744499683,0.744499683,0.744499683,,,,,,,,,,,,,0.797142708,0.611579835,0.984182835
13711,,,,,,,0.984182835,0.984182835,0.984182835,,,,,,,0.810752344,0.611579835,0.984182835
13742,,,,,,,,,,0.855269194,0.855269194,0.855269194,,,,0.798574936,0.611579835,0.923295796
13771,0.611579835,0.611579835,0.611579835,,,,,,,,,,,,,0.790251005,0.611579835,0.923295796
13773,,,,0.790181994,0.790181994,0.790181994,,,,,,,,,,0.858336806,0.790181994,0.952008843
13778,,,,,,,0.812547863,0.812547863,0.812547863,,,,,,,0.937818432,0.812547863,1.187590122
13840,0.923295796,0.923295796,0.923295796,,,,,,,,,,,,,0.977630317,0.813649535,1.187590122
13865,,,,,,,,,,,,,0.813649535,0.813649535,0.813649535,0.931976187,0.695025146,1.187590122
13880,,,,,,,0.952008843,0.952008843,0.952008843,,,,,,,0.906710649,0.687321842,1.187590122
13928,,,,,,,,,,1.187590122,1.187590122,1.187590122,,,,0.870897484,0.687321842,1.187590122
13965,,,,,,,,,,1.011607289,1.011607289,1.011607289,,,,0.751943135,0.592818379,1.011607289
13980,,,,,,,,,,,,,0.695025146,0.695025146,0.695025146,0.717346597,0.592818379,0.838624597
14002,0.687321842,0.687321842,0.687321842,,,,,,,,,,,,,0.709999549,0.592818379,0.838624597
14013,,,,,,,,,,,,,0.77294302,0.77294302,0.77294302,0.789315915,0.592818379,1.08390367
14041,,,,0.592818379,0.592818379,0.592818379,,,,,,,,,,0.782280993,0.592818379,1.08390367
14052,,,,,,,,,,,,,0.838624597,0.838624597,0.838624597,0.789726508,0.63004595,1.08390367
14087,,,,,,,,,,,,,0.658289909,0.658289909,0.658289909,0.835340703,0.63004595,1.08390367
14109,,,,,,,,,,1.08390367,1.08390367,1.08390367,,,,0.873695064,0.63004595,1.08390367
14135,,,,,,,,,,,,,0.737768412,0.737768412,0.737768412,0.803462303,0.63004595,1.066695571
14190,,,,,,,0.63004595,0.63004595,0.63004595,,,,,,,0.847102106,0.63004595,1.066695571
14227,1.066695571,1.066695571,1.066695571,,,,,,,,,,,,,0.886693978,0.732739866,1.066695571
14238,,,,,,,,,,,,,0.850061715,0.850061715,0.850061715,0.820283294,0.732739866,0.955967426
14246,,,,,,,,,,0.732739866,0.732739866,0.732739866,,,,0.799677896,0.732739866,0.955967426
14262,,,,0.955967426,0.955967426,0.955967426,,,,,,,,,,0.841476762,0.734642148,0.955967426
14296,,,,,,,,,,0.828005314,0.828005314,0.828005314,,,,0.779017818,0.643672705,0.941734195
14326,,,,,,,,,,0.734642148,0.734642148,0.734642148,,,,0.7750049,0.643672705,0.941734195
14348,0.747034729,0.747034729,0.747034729,,,,,,,,,,,,,0.797591829,0.643672705,0.941734195
14404,,,,,,,0.941734195,0.941734195,0.941734195,,,,,,,0.778602445,0.643672705,0.941734195
14406,,,,,,,,,,,,,0.643672705,0.643672705,0.643672705,0.75571605,0.643672705,0.847576797
14416,,,,,,,,,,0.807940722,0.807940722,0.807940722,,,,0.776513588,0.652087808,0.847576797
14447,,,,0.847576797,0.847576797,0.847576797,,,,,,,,,,0.752350712,0.652087808,0.847576797
14493,0.652087808,0.652087808,0.652087808,,,,,,,,,,,,,0.737955093,0.652087808,0.827302217
14512,,,,,,,,,,0.827302217,0.827302217,0.827302217,,,,0.773324895,0.687126338,0.828936815
14571,,,,,,,,,,,,,0.747660398,0.747660398,0.747660398,0.78774097,0.687126338,0.899382591
14577,0.687126338,0.687126338,0.687126338,,,,,,,,,,,,,0.787651205,0.687126338,0.899382591
14605,,,,,,,,,,,,,0.775598705,0.775598705,0.775598705,0.799416268,0.745951653,0.899382591
14612,,,,0.828936815,0.828936815,0.828936815,,,,,,,,,,0.776346087,0.660247803,0.899382591
14665,,,,,,,0.899382591,0.899382591,0.899382591,,,,,,,0.805616868,0.660247803,0.975290716
14686,,,,0.747211576,0.747211576,0.747211576,,,,,,,,,,0.744378817,0.593192339,0.975290716
14703,,,,,,,,,,,,,0.745951653,0.745951653,0.745951653,0.752707052,0.593192339,0.975290716
14729,,,,,,,,,,0.660247803,0.660247803,0.660247803,,,,0.753996551,0.593192339,0.975290716
14745,,,,0.975290716,0.975290716,0.975290716,,,,,,,,,,0.797245193,0.593192339,0.975290716
14746,0.593192339,0.593192339,0.593192339,,,,,,,,,,,,,0.730672884,0.593192339,0.87649101
14763,,,,,,,,,,,,,0.788852751,0.788852751,0.788852751,0.765936279,0.642429173,0.87649101
14782,0.752399147,0.752399147,0.752399147,,,,,,,,,,,,,0.779225326,0.642429173,0.87649101
14830,0.87649101,0.87649101,0.87649101,,,,,,,,,,,,,0.812747598,0.642429173,0.920010507
14844,,,,,,,,,,,,,0.642429173,0.642429173,0.642429173,0.787261117,0.642429173,0.920010507
14876,0.769509315,0.769509315,0.769509315,,,,,,,,,,,,,0.803300142,0.722624302,0.920010507
14895,,,,,,,,,,0.855297983,0.855297983,0.855297983,,,,0.801590455,0.722624302,0.920010507
14916,0.920010507,0.920010507,0.920010507,,,,,,,,,,,,,0.800560713,0.722624302,0.920010507
14925,,,,,,,,,,,,,0.749058604,0.749058604,0.749058604,0.744866657,0.641540229,0.850149274
14940,,,,,,,,,,0.722624302,0.722624302,0.722624302,,,,0.747554111,0.641540229,0.850149274
14980,0.760960877,0.760960877,0.760960877,,,,,,,,,,,,,0.779058528,0.641540229,0.880146384
14984,,,,,,,,,,,,,0.850149274,0.850149274,0.850149274,0.796463525,0.641540229,0.880146384
14986,,,,,,,,,,0.641540229,0.641540229,0.641540229,,,,0.779331207,0.641540229,0.880146384
15014,,,,,,,,,,,,,0.762495875,0.762495875,0.762495875,0.792279375,0.706281066,0.880146384
15020,,,,,,,0.880146384,0.880146384,0.880146384,,,,,,,0.776782489,0.685011446,0.880146384
15057,,,,,,,,,,0.847985864,0.847985864,0.847985864,,,,0.750723815,0.685011446,0.847985864
15061,,,,,,,0.764487684,0.764487684,0.764487684,,,,,,,0.724916101,0.685011446,0.764487684
15082,0.706281066,0.706281066,0.706281066,,,,,,,,,,,,,0.731136692,0.685011446,0.795590639
15106,,,,,,,,,,,,,0.685011446,0.685011446,0.685011446,0.709711206,0.599153638,0.795590639
15116,,,,0.749853015,0.749853015,0.749853015,,,,,,,,,,0.768421292,0.599153638,0.978561878
15142,,,,,,,0.718947291,0.718947291,0.718947291,,,,,,,0.740997505,0.599153638,0.978561878
15175,,,,0.795590639,0.795590639,0.795590639,,,,,,,,,,0.77951076,0.599153638,0.978561878
15177,0.599153638,0.599153638,0.599153638,,,,,,,,,,,,,0.805358505,0.599153638,0.978561878
15198,,,,,,,0.978561878,0.978561878,0.978561878,,,,,,,0.837699485,0.612734079,0.978561878
15211,0.612734079,0.612734079,0.612734079,,,,,,,,,,,,,0.799409199,0.612734079,0.924829364
15238,,,,0.911513567,0.911513567,0.911513567,,,,,,,,,,0.787252402,0.551950097,0.924829364
15253,,,,,,,,,,0.924829364,0.924829364,0.924829364,,,,0.73066721,0.551950097,0.924829364
15255,,,,,,,,,,,,,0.760858536,0.760858536,0.760858536,0.723421466,0.551950097,0.888600647
15275,,,,0.787110448,0.787110448,0.787110448,,,,,,,,,,0.703860474,0.551950097,0.888600647
15321,,,,,,,0.551950097,0.551950097,0.551950097,,,,,,,0.641338509,0.474500626,0.888600647
15333,0.628587604,0.628587604,0.628587604,,,,,,,,,,,,,0.643588704,0.474500626,0.888600647
15343,,,,,,,,,,,,,0.888600647,0.888600647,0.888600647,0.686476296,0.474500626,0.888600647
15369,0.663053572,0.663053572,0.663053572,,,,,,,,,,,,,0.669485897,0.474500626,0.843025565
15370,,,,,,,,,,0.474500626,0.474500626,0.474500626,,,,0.689515644,0.474500626,0.843025565
15430,,,,,,,0.56320107,0.56320107,0.56320107,,,,,,,0.743961668,0.56320107,0.843025565
15441,,,,0.843025565,0.843025565,0.843025565,,,,,,,,,,0.788233459,0.746730745,0.843025565
15464,,,,,,,,,,0.803648651,0.803648651,0.803648651,,,,0.796220469,0.746730745,0.882960618
15468,,,,,,,,,,,,,0.76320231,0.76320231,0.76320231,0.762408292,0.634587765,0.882960618
15493,,,,,,,0.746730745,0.746730745,0.746730745,,,,,,,0.720430636,0.55331403,0.882960618
15513,,,,,,,,,,,,,0.784560025,0.784560025,0.784560025,0.728694844,0.55331403,0.882960618
15527,,,,0.882960618,0.882960618,0.882960618,,,,,,,,,,0.758909452,0.55331403,0.935633063
15552,,,,,,,0.634587765,0.634587765,0.634587765,,,,,,,0.739309406,0.55331403,0.935633063
15565,0.55331403,0.55331403,0.55331403,,,,,,,,,,,,,0.779514897,0.55331403,0.935633063
15569,,,,,,,,,,,,,0.788051784,0.788051784,0.788051784,0.804796326,0.679721177,0.935633063
15581,,,,0.935633063,0.935633063,0.935633063,,,,,,,,,,0.789972508,0.679721177,0.935633063
15608,,,,,,,,,,,,,0.784960389,0.784960389,0.784960389,0.743625557,0.679721177,0.835615218
15638,,,,,,,0.835615218,0.835615218,0.835615218,,,,,,,0.74179908,0.679721177,0.835615218
15694,,,,0.679721177,0.679721177,0.679721177,,,,,,,,,,0.716281676,0.679721177,0.775828004
15723,0.713932693,0.713932693,0.713932693,,,,,,,,,,,,,0.752976358,0.703898311,0.863194585
15734,,,,,,,,,,,,,0.703898311,0.703898311,0.703898311,0.80077374,0.703898311,0.952919602
15740,,,,,,,0.775828004,0.775828004,0.775828004,,,,,,,0.788134158,0.6407004,0.952919602
15743,,,,,,,,,,0.708028197,0.708028197,0.708028197,,,,0.806669402,0.6407004,0.952919602
15755,0.863194585,0.863194585,0.863194585,,,,,,,,,,,,,0.800580406,0.6407004,0.952919602
15777,,,,,,,,,,0.952919602,0.952919602,0.952919602,,,,0.774408746,0.6407004,0.952919602
15797,0.6407004,0.6407004,0.6407004,,,,,,,,,,,,,0.703700244,0.599377096,0.868504226
15805,,,,0.868504226,0.868504226,0.868504226,,,,,,,,,,0.701455903,0.599377096,0.868504226
15829,,,,,,,,,,0.677583218,0.677583218,0.677583218,,,,0.676576817,0.599377096,0.744108796
15887,,,,0.732336283,0.732336283,0.732336283,,,,,,,,,,0.682016063,0.599377096,0.744108796
15918,,,,,,,,,,0.599377096,0.599377096,0.599377096,,,,0.703774607,0.599377096,0.841129005
15927,,,,,,,,,,,,,0.629478693,0.629478693,0.629478693,0.740137982,0.629478693,0.841129005
15929,0.744108796,0.744108796,0.744108796,,,,,,,,,,,,,0.746348,0.660528779,0.841129005
15968,,,,0.704779446,0.704779446,0.704779446,,,,,,,,,,0.732461905,0.660528779,0.841129005
15982,,,,,,,,,,,,,0.841129005,0.841129005,0.841129005,0.717586339,0.630401611,0.841129005
15989,,,,,,,,,,0.781193972,0.781193972,0.781193972,,,,0.711961269,0.630401611,0.813003659
16025,,,,,,,0.660528779,0.660528779,0.660528779,,,,,,,0.698535478,0.630401611,0.813003659
16038,,,,0.674678326,0.674678326,0.674678326,,,,,,,,,,0.693472052,0.630401611,0.813003659
16063,,,,,,,,,,,,,0.630401611,0.630401611,0.630401611,0.692752838,0.630401611,0.813003659
16067,,,,,,,,,,0.813003659,0.813003659,0.813003659,,,,0.697520268,0.635211647,0.813003659
16072,,,,,,,0.714065015,0.714065015,0.714065015,,,,,,,0.709727204,0.635211647,0.874038339
16098,0.635211647,0.635211647,0.635211647,,,,,,,,,,,,,0.713189483,0.635211647,0.874038339
16143,,,,0.671082258,0.671082258,0.671082258,,,,,,,,,,0.731628942,0.65423876,0.874038339
16170,,,,,,,,,,,,,0.65423876,0.65423876,0.65423876,0.733833933,0.65423876,0.874038339
16188,,,,,,,,,,0.874038339,0.874038339,0.874038339,,,,0.691242701,0.4412826,0.874038339
16214,,,,,,,,,,,,,0.73137641,0.73137641,0.73137641,0.621375185,0.4412826,0.73137641
16289,,,,,,,0.727408946,0.727408946,0.727408946,,,,,,,0.617422205,0.4412826,0.727408946
16357,,,,0.68210721,0.68210721,0.68210721,,,,,,,,,,0.602306944,0.4412826,0.711611509
16372,,,,,,,,,,,,,0.4412826,0.4412826,0.4412826,0.636723226,0.4412826,0.854188621
16385,0.524700761,0.524700761,0.524700761,,,,,,,,,,,,,0.715784574,0.524700761,0.854188621
16403,,,,,,,,,,0.711611509,0.711611509,0.711611509,,,,0.734787905,0.619717419,0.854188621
16413,,,,,,,0.65183264,0.65183264,0.65183264,,,,,,,0.760420668,0.619717419,0.854188621
16424,0.854188621,0.854188621,0.854188621,,,,,,,,,,,,,0.780160165,0.619717419,0.854188621
16500,,,,,,,,,,0.836589336,0.836589336,0.836589336,,,,0.760560107,0.619717419,0.839775324
16512,,,,,,,0.619717419,0.619717419,0.619717419,,,,,,,0.706201029,0.564793944,0.839775324
16532,,,,,,,,,,0.839775324,0.839775324,0.839775324,,,,0.713671219,0.564793944,0.839775324
16539,,,,0.750530124,0.750530124,0.750530124,,,,,,,,,,0.686457038,0.564793944,0.756188333
16541,0.756188333,0.756188333,0.756188333,,,,,,,,,,,,,0.723432004,0.564793944,0.935404956
16574,,,,,,,0.564793944,0.564793944,0.564793944,,,,,,,0.70019654,0.564793944,0.935404956
16598,0.657068372,0.657068372,0.657068372,,,,,,,,,,,,,0.727520871,0.640011013,0.935404956
16634,,,,,,,,,,,,,0.703704417,0.703704417,0.703704417,0.711743176,0.578179896,0.935404956
16653,,,,,,,,,,0.935404956,0.935404956,0.935404956,,,,0.70557555,0.578179896,0.935404956
16657,,,,0.640011013,0.640011013,0.640011013,,,,,,,,,,0.66660825,0.578179896,0.740568459
16687,,,,,,,,,,,,,0.701415598,0.701415598,0.701415598,0.644352305,0.528731287,0.740568459
16690,0.578179896,0.578179896,0.578179896,,,,,,,,,,,,,0.657937527,0.528731287,0.769341707
16706,,,,,,,,,,0.672866285,0.672866285,0.672866285,,,,0.656788802,0.528731287,0.769341707
16715,,,,0.740568459,0.740568459,0.740568459,,,,,,,,,,0.683570218,0.528731287,0.806773365
16742,,,,,,,0.528731287,0.528731287,0.528731287,,,,,,,0.674941671,0.528731287,0.806773365
16795,,,,,,,,,,,,,0.769341707,0.769341707,0.769341707,0.701225305,0.572436273,0.806773365
16796,0.572436273,0.572436273,0.572436273,,,,,,,,,,,,,0.743525386,0.572436273,0.980842113
16819,,,,,,,0.806773365,0.806773365,0.806773365,,,,,,,0.734916151,0.529390097,0.980842113
16827,0.697425723,0.697425723,0.697425723,,,,,,,,,,,,,0.703749788,0.529390097,0.980842113
16836,,,,,,,,,,,,,0.660149455,0.660149455,0.660149455,0.694912982,0.529390097,0.980842113
16839,,,,,,,,,,0.980842113,0.980842113,0.980842113,,,,0.684905124,0.529390097,0.980842113
16858,0.529390097,0.529390097,0.529390097,,,,,,,,,,,,,0.620984554,0.529390097,0.661239266
16891,0.650941551,0.650941551,0.650941551,,,,,,,,,,,,,0.642753589,0.610110164,0.661239266
16939,,,,0.653241694,0.653241694,0.653241694,,,,,,,,,,0.636369455,0.610110164,0.661239266
16941,,,,,,,,,,,,,0.610110164,0.610110164,0.610110164,0.650542104,0.610110164,0.724104941
16997,,,,,,,,,,0.661239266,0.661239266,0.661239266,,,,0.630081081,0.507805049,0.724104941
17023,,,,,,,,,,,,,0.638235271,0.638235271,0.638235271,0.650102663,0.507805049,0.761347175
17038,,,,0.619020879,0.619020879,0.619020879,,,,,,,,,,0.648653817,0.507805049,0.761347175
17058,,,,,,,,,,,,,0.724104941,0.724104941,0.724104941,0.659549665,0.507805049,0.761347175
17059,,,,,,,,,,0.507805049,0.507805049,0.507805049,,,,0.644939268,0.507805049,0.761347175
17075,0.761347175,0.761347175,0.761347175,,,,,,,,,,,,,0.671478522,0.630991042,0.761347175
17080,,,,,,,0.630991042,0.630991042,0.630991042,,,,,,,0.658987629,0.630991042,0.698892713
17104,,,,,,,,,,,,,0.673500121,0.673500121,0.673500121,0.697126663,0.64050132,0.821686208
17111,0.651052952,0.651052952,0.651052952,,,,,,,,,,,,,0.686996806,0.622850835,0.821686208
17119,,,,,,,,,,0.64050132,0.64050132,0.64050132,,,,0.666306388,0.547600865,0.821686208
17121,,,,0.698892713,0.698892713,0.698892713,,,,,,,,,,0.67314297,0.547600865,0.821686208
17123,,,,,,,0.821686208,0.821686208,0.821686208,,,,,,,0.662555254,0.547600865,0.821686208
17139,,,,,,,,,,,,,0.622850835,0.622850835,0.622850835,0.673573065,0.547600865,0.876775265
17150,0.547600865,0.547600865,0.547600865,,,,,,,,,,,,,0.67603178,0.547600865,0.876775265
17156,,,,0.674684227,0.674684227,0.674684227,,,,,,,,,,0.714184868,0.635144413,0.876775265
17189,,,,,,,,,,0.645954132,0.645954132,0.645954132,,,,0.724613738,0.635144413,0.876775265
17194,,,,,,,,,,,,,0.876775265,0.876775265,0.876775265,0.685522568,0.450498283,0.876775265
17256,,,,0.635144413,0.635144413,0.635144413,,,,,,,,,,0.603380972,0.450498283,0.738366306
17277,,,,,,,,,,0.738366306,0.738366306,0.738366306,,,,0.609056908,0.450498283,0.738366306
17288,,,,,,,,,,,,,0.726828575,0.726828575,0.726828575,0.647322208,0.450498283,0.929692805
17293,0.450498283,0.450498283,0.450498283,,,,,,,,,,,,,0.647390038,0.450498283,0.929692805
17295,,,,0.466067284,0.466067284,0.466067284,,,,,,,,,,0.653633505,0.466067284,0.929692805
17303,,,,,,,0.663524091,0.663524091,0.663524091,,,,,,,0.7102543,0.48171562,0.929692805
17338,,,,,,,0.929692805,0.929692805,0.929692805,,,,,,,0.696866632,0.48171562,0.929692805
17368,,,,,,,0.727167726,0.727167726,0.727167726,,,,,,,0.658744383,0.48171562,0.749171257
17382,,,,0.48171562,0.48171562,0.48171562,,,,,,,,,,0.628072536,0.48171562,0.749171257
17407,,,,,,,,,,,,,0.749171257,0.749171257,0.749171257,0.659145939,0.573808491,0.749171257
17410,,,,,,,,,,0.596585751,0.596585751,0.596585751,,,,0.659153235,0.573808491,0.749207735
17444,,,,,,,,,,0.739081562,0.739081562,0.739081562,,,,0.723279238,0.573808491,0.917215765
17454,,,,,,,0.573808491,0.573808491,0.573808491,,,,,,,0.69422332,0.573808491,0.917215765
17472,,,,,,,,,,,,,0.637082636,0.637082636,0.637082636,0.709913528,0.593801975,0.917215765
17507,0.749207735,0.749207735,0.749207735,,,,,,,,,,,,,0.709793985,0.593801975,0.917215765
17513,,,,,,,,,,0.917215765,0.917215765,0.917215765,,,,0.644892418,0.424699903,0.917215765
17539,0.593801975,0.593801975,0.593801975,,,,,,,,,,,,,0.589888287,0.424699903,0.652259529
17541,,,,0.652259529,0.652259529,0.652259529,,,,,,,,,,0.563755822,0.424699903,0.652259529
17568,,,,,,,,,,0.636484921,0.636484921,0.636484921,,,,0.557403255,0.424699903,0.642195106
17575,,,,,,,0.424699903,0.424699903,0.424699903,,,,,,,0.572435844,0.424699903,0.711647868
17619,,,,,,,0.642195106,0.642195106,0.642195106,,,,,,,0.633455658,0.463139653,0.729798973
17633,0.463139653,0.463139653,0.463139653,,,,,,,,,,,,,0.640737021,0.463139653,0.729798973
17654,,,,,,,,,,,,,0.62049669,0.62049669,0.62049669,0.613604462,0.327476859,0.729798973
17669,,,,,,,,,,0.711647868,0.711647868,0.711647868,,,,0.596114397,0.327476859,0.729798973
17675,0.729798973,0.729798973,0.729798973,,,,,,,,,,,,,0.571949112,0.327476859,0.729798973
17696,,,,,,,,,,,,,0.678601921,0.678601921,0.678601921,0.522843176,0.327476859,0.678601921
17701,,,,0.327476859,0.327476859,0.327476859,,,,,,,,,,0.52264002,0.327476859,0.677586138
17736,,,,,,,,,,0.533046365,0.533046365,0.533046365,,,,0.602000076,0.484269291,0.724277139
17759,0.590821445,0.590821445,0.590821445,,,,,,,,,,,,,0.618249136,0.484269291,0.724277139
17763,,,,,,,,,,,,,0.484269291,0.484269291,0.484269291,0.602775532,0.484269291,0.724277139
17773,,,,,,,0.677586138,0.677586138,0.677586138,,,,,,,0.638444614,0.513453424,0.724277139
17780,,,,0.724277139,0.724277139,0.724277139,,,,,,,,,,0.620673525,0.513453424,0.724277139
17787,,,,,,,,,,0.614291668,0.614291668,0.614291668,,,,0.596645641,0.513453424,0.662614703
17792,0.513453424,0.513453424,0.513453424,,,,,,,,,,,,,0.592538691,0.513453424,0.662614703
17810,,,,0.662614703,0.662614703,0.662614703,,,,,,,,,,0.624076641,0.588730693,0.671143174
17840,,,,,,,,,,0.588730693,0.588730693,0.588730693,,,,0.642809546,0.588730693,0.75627923
17848,0.604137719,0.604137719,0.604137719,,,,,,,,,,,,,0.668581188,0.593756914,0.75627923
17857,,,,0.593756914,0.593756914,0.593756914,,,,,,,,,,0.665217125,0.587317407,0.75627923
17883,,,,,,,,,,,,,0.671143174,0.671143174,0.671143174,0.657760561,0.55647409,0.75627923
17894,,,,0.75627923,0.75627923,0.75627923,,,,,,,,,,0.632800817,0.546344459,0.75627923
17933,,,,0.717588902,0.717588902,0.717588902,,,,,,,,,,0.640744114,0.546344459,0.795995712
17938,,,,,,,,,,,,,0.587317407,0.587317407,0.587317407,0.636011553,0.546344459,0.795995712
17975,,,,0.55647409,0.55647409,0.55647409,,,,,,,,,,0.622814953,0.52133441,0.795995712
18011,,,,,,,,,,0.546344459,0.546344459,0.546344459,,,,0.598488349,0.434841067,0.795995712
18034,,,,,,,,,,,,,0.795995712,0.795995712,0.795995712,0.608979613,0.434841067,0.795995712
18056,,,,,,,0.693926096,0.693926096,0.693926096,,,,,,,0.568435615,0.434841067,0.693926096
18062,,,,,,,,,,0.52133441,0.52133441,0.52133441,,,,0.578772324,0.434841067,0.745609641
18096,0.434841067,0.434841067,0.434841067,,,,,,,,,,,,,0.63407957,0.434841067,0.797870636
18100,,,,,,,0.598800778,0.598800778,0.598800778,,,,,,,0.65712347,0.55006057,0.797870636
18146,,,,0.593275726,0.593275726,0.593275726,,,,,,,,,,0.701656187,0.55006057,0.82146436
18151,,,,,,,,,,,,,0.745609641,0.745609641,0.745609641,0.741470337,0.55006057,0.82146436
18158,,,,,,,0.797870636,0.797870636,0.797870636,,,,,,,0.762167716,0.55006057,0.849096537
18212,,,,,,,,,,0.55006057,0.55006057,0.55006057,,,,0.751902187,0.55006057,0.849096537
18215,0.82146436,0.82146436,0.82146436,,,,,,,,,,,,,0.752545846,0.553278863,0.849096537
18229,,,,,,,,,,,,,0.792346478,0.792346478,0.792346478,0.720305514,0.553278863,0.849096537
18244,,,,,,,0.849096537,0.849096537,0.849096537,,,,,,,0.662679577,0.50421679,0.849096537
18245,,,,,,,,,,0.74654299,0.74654299,0.74654299,,,,0.605381584,0.50421679,0.74654299
18273,0.553278863,0.553278863,0.553278863,,,,,,,,,,,,,0.543297786,0.436123997,0.660262704
18282,,,,0.660262704,0.660262704,0.660262704,,,,,,,,,,0.561298555,0.436123997,0.660262704
18285,,,,,,,,,,0.50421679,0.50421679,0.50421679,,,,0.586045152,0.436123997,0.783995688
18315,,,,0.562606573,0.562606573,0.562606573,,,,,,,,,,0.609126705,0.436123997,0.783995688
18333,,,,,,,,,,0.436123997,0.436123997,0.436123997,,,,0.724512714,0.436123997,1.139536619
18338,,,,,,,,,,,,,0.643282712,0.643282712,0.643282712,0.765198576,0.619624555,1.139536619
18358,,,,,,,0.783995688,0.783995688,0.783995688,,,,,,,0.738774014,0.511159897,1.139536619
18387,,,,0.619624555,0.619624555,0.619624555,,,,,,,,,,0.670409179,0.442171514,1.139536619
18394,,,,,,,,,,1.139536619,1.139536619,1.139536619,,,,0.641731048,0.442171514,1.139536619
18395,,,,,,,0.639553308,0.639553308,0.639553308,,,,,,,0.524631369,0.442171514,0.639553308
18396,,,,,,,,,,,,,0.511159897,0.511159897,0.511159897,0.531655979,0.442171514,0.674676359
18415,0.442171514,0.442171514,0.442171514,,,,,,,,,,,,,0.528866649,0.442171514,0.674676359
18435,,,,,,,,,,,,,0.4762339,0.4762339,0.4762339,0.536828667,0.4762339,0.674676359
18464,,,,,,,,,,0.554038227,0.554038227,0.554038227,,,,0.591208977,0.481981605,0.748135448
18483,,,,0.674676359,0.674676359,0.674676359,,,,,,,,,,0.599060804,0.481981605,0.748135448
18500,0.497213244,0.497213244,0.497213244,,,,,,,,,,,,,0.574079341,0.481981605,0.748135448
18523,,,,,,,,,,0.481981605,0.481981605,0.481981605,,,,0.578268892,0.481981605,0.748135448
18536,,,,,,,0.748135448,0.748135448,0.748135448,,,,,,,0.620944214,0.518160999,0.748135448
18545,,,,,,,,,,,,,0.593297362,0.593297362,0.593297362,0.54629122,0.374870479,0.695358217
18567,,,,0.549769044,0.549769044,0.549769044,,,,,,,,,,0.546360767,0.374870479,0.695358217
18593,,,,,,,0.518160999,0.518160999,0.518160999,,,,,,,0.523483843,0.374870479,0.695358217
18614,0.695358217,0.695358217,0.695358217,,,,,,,,,,,,,0.559108073,0.374870479,0.696282148
18648,,,,,,,,,,0.374870479,0.374870479,0.374870479,,,,0.524896294,0.374870479,0.696282148
18649,,,,,,,0.593645096,0.593645096,0.593645096,,,,,,,0.553559083,0.435384423,0.696282148
18658,,,,0.435384423,0.435384423,0.435384423,,,,,,,,,,0.648062128,0.435384423,1.066160321
18685,,,,,,,,,,0.696282148,0.696282148,0.696282148,,,,0.711510527,0.518184423,1.066160321
18695,,,,,,,0.524299324,0.524299324,0.524299324,,,,,,,0.697650588,0.518184423,1.066160321
18721,,,,,,,,,,,,,0.518184423,0.518184423,0.518184423,0.728885138,0.518184423,1.066160321
18754,,,,,,,1.066160321,1.066160321,1.066160321,,,,,,,0.791864061,0.62698245,1.066160321
18776,,,,,,,,,,,,,0.752626419,0.752626419,0.752626419,0.69066149,0.560147464,0.83307904
18804,,,,,,,,,,0.62698245,0.62698245,0.62698245,,,,0.667150593,0.560147464,0.83307904
18805,,,,,,,0.680472076,0.680472076,0.680472076,,,,,,,0.701451063,0.560147464,0.83307904
18871,,,,,,,0.83307904,0.83307904,0.83307904,,,,,,,0.652317321,0.434803367,0.83307904
18884,0.560147464,0.560147464,0.560147464,,,,,,,,,,,,,0.634610951,0.434803367,0.798484802
18905,,,,,,,,,,0.635071933,0.635071933,0.635071933,,,,0.632062173,0.434803367,0.798484802
18908,,,,,,,,,,,,,0.798484802,0.798484802,0.798484802,0.631138432,0.434803367,0.798484802
