Step,nbafl-avg,nbafl-min,nbafl-max,adaclip1-avg,adaclip1-min,adaclip1-max,fixdps-avg,fixdps-min,fixdps-max,mapas-avg,mapas-min,mapas-max
861,3.949544274,3.706377571,4.118683545,3.886213469,3.692026877,4.02432825,2.476590795,2.391002954,2.521379417,2.514033238,2.410481702,2.578580025
881,3.869052466,3.706377571,4.118683545,3.819916578,3.692026877,4.02432825,2.467233193,2.391002954,2.521379417,2.492931414,2.410481702,2.553037985
897,3.754742735,3.706377571,3.782096283,3.725148661,3.692026877,3.743394606,2.450593027,2.391002954,2.489317208,2.480050726,2.410481702,2.515274555
935,3.863068458,3.775754351,4.031354739,3.782397388,3.740024498,3.863773059,2.455973998,2.407145867,2.489317208,2.504691372,2.484403641,2.515274555
979,3.85937251,3.771008441,4.031354739,3.780995593,3.739189221,3.863773059,2.443496904,2.407145867,2.471458918,2.493436007,2.481508462,2.514395919
994,3.961900849,3.771008441,4.083339367,3.828808757,3.739189221,3.88346399,2.447315451,2.407145867,2.48291456,2.487904194,2.481508462,2.497800481
1021,3.878913963,3.771008441,4.083339367,3.796541864,3.739189221,3.88346399,2.452484938,2.422654326,2.48291456,2.480129082,2.461078302,2.497800481
1038,3.87478173,3.758611743,4.083339367,3.796429726,3.738852806,3.88346399,2.449156652,2.422654326,2.48291456,2.476276147,2.461078302,2.497800481
1050,3.767274787,3.758611743,3.782394081,3.748074737,3.738399024,3.766972381,2.42711311,2.416783936,2.441901069,2.461970399,2.454883237,2.469949659
1056,3.740041386,3.70069388,3.760818537,3.71929437,3.680631281,3.738852806,2.383035228,2.290420679,2.441901069,2.419413093,2.333406385,2.469949659
1097,3.750086637,3.70069388,3.788747493,3.728555082,3.680631281,3.766634939,2.364798399,2.290420679,2.416783936,2.406002901,2.333406385,2.454883237
1102,3.835784986,3.70069388,4.017913586,3.746660017,3.680631281,3.792713832,2.365594129,2.290420679,2.419171125,2.406962919,2.333406385,2.457763293
1110,3.864816408,3.787788144,4.017913586,3.775553713,3.766634939,3.792713832,2.391073275,2.366858116,2.419171125,2.433187316,2.412079573,2.457763293
1180,3.838226077,3.708976502,4.017913586,3.746025088,3.678049062,3.792713832,2.343973072,2.245889975,2.419171125,2.383960098,2.282037427,2.457763293
1190,3.84647871,3.708976502,4.042671485,3.757335962,3.678049062,3.826646456,2.329983167,2.245889975,2.37720141,2.38201567,2.282037427,2.451930009
1241,3.840645939,3.708976502,4.042671485,3.74673707,3.678049062,3.826646456,2.333822523,2.245889975,2.378376183,2.380233233,2.282037427,2.451930009
1247,3.838197055,3.701629853,4.042671485,3.74714894,3.679284671,3.826646456,2.324152522,2.216879972,2.378376183,2.373257555,2.261110393,2.451930009
1263,3.829823208,3.701629853,4.017549943,3.73763849,3.679284671,3.798115107,2.316997193,2.216879972,2.378376183,2.350918056,2.261110393,2.406732263
1290,3.916947933,3.701629853,4.031664005,3.758894022,3.679284671,3.799282288,2.294618669,2.216879972,2.355735424,2.338093397,2.261110393,2.384911513
1310,3.939730555,3.769977717,4.031664005,3.769015398,3.709648798,3.799282288,2.333635051,2.311240612,2.355735424,2.379618976,2.368258287,2.385687129
1358,3.861515051,3.769977717,4.031664005,3.755298081,3.709648798,3.799282288,2.317978064,2.308764464,2.333929116,2.371270539,2.359866202,2.385687129
1361,3.770790893,3.759491529,3.782903432,3.72622131,3.709648798,3.756963156,2.318058401,2.308764464,2.333929116,2.373625504,2.359866202,2.385687129
1372,3.775918359,3.759491529,3.785360117,3.74180057,3.712051976,3.756963156,2.301451475,2.284108339,2.311481623,2.363881602,2.356455422,2.375323182
1423,3.898900623,3.759491529,4.151850224,3.707757786,3.654834806,3.756386576,2.33673426,2.284108339,2.41461282,2.377244964,2.356455422,2.399956289
1429,3.880814724,3.705233831,4.151850224,3.691708538,3.654834806,3.756386576,2.289956933,2.17114964,2.41461282,2.32531943,2.219546579,2.399956289
1476,3.969286497,3.705233831,4.151850224,3.696064019,3.654834806,3.769453018,2.299814588,2.17114964,2.41461282,2.329806414,2.219546579,2.399956289
1495,3.846793831,3.705233831,4.050775436,3.712157171,3.663904233,3.769453018,2.258644062,2.17114964,2.313681303,2.318225674,2.219546579,2.369916372
1502,3.847541408,3.70747656,4.050775436,3.71094904,3.66027984,3.769453018,2.248645423,2.141153723,2.313681303,2.316422145,2.214135991,2.369916372
1518,3.732419105,3.705408528,3.784372227,3.676019767,3.66027984,3.703114262,2.189840375,2.137266159,2.291101244,2.262032743,2.206748168,2.365214072
1657,3.726950973,3.705408528,3.767967832,3.676167697,3.66027984,3.703558051,2.182162002,2.137266159,2.268066125,2.251892284,2.206748168,2.334792692
1700,3.86274529,3.705408528,4.114859509,3.66534028,3.62779759,3.703558051,2.26300994,2.137266159,2.383697537,2.300250542,2.206748168,2.359210766
1701,3.962656463,3.767967832,4.114859509,3.692137656,3.62779759,3.745057326,2.302923419,2.257006596,2.383697537,2.335847628,2.313539426,2.359210766
1705,3.965285046,3.775853582,4.114859509,3.688079551,3.62779759,3.745057326,2.299593901,2.257006596,2.383697537,2.337003996,2.313539426,2.359210766
1727,3.829866182,3.708602917,4.005142047,3.697669248,3.65656668,3.745057326,2.211380461,2.119057217,2.25807757,2.276602352,2.178005832,2.338261798
1736,3.859447094,3.708602917,4.093884783,3.654661696,3.61603467,3.691383737,2.253224461,2.119057217,2.382538598,2.280994383,2.178005832,2.338261798
1738,3.863178341,3.708602917,4.093884783,3.66968753,3.61603467,3.73646124,2.246353146,2.119057217,2.382538598,2.270841918,2.178005832,2.326715519
1745,3.96244907,3.787047323,4.093884783,3.702242982,3.61603467,3.754233036,2.288078512,2.237463625,2.382538598,2.314757063,2.307804403,2.326715519
1772,3.851707352,3.761659629,4.006415104,3.726188669,3.687871732,3.754233036,2.234746413,2.222542299,2.244233315,2.309363879,2.307804403,2.310535968
1794,3.937155522,3.761659629,4.043391833,3.733721267,3.687871732,3.759059032,2.239140751,2.222542299,2.25064664,2.313067899,2.309751266,2.318916461
1837,3.863290516,3.761659629,4.043391833,3.726443535,3.687871732,3.759059032,2.226880397,2.207452252,2.25064664,2.304158429,2.283022856,2.318916461
1874,3.859629123,3.750675449,4.043391833,3.725199218,3.684138782,3.759059032,2.22502328,2.207452252,2.25064664,2.3024983,2.283022856,2.318916461
1896,3.88000779,3.750675449,4.104527833,3.677282386,3.615308537,3.73239984,2.269964268,2.207452252,2.385469603,2.309402704,2.283022856,2.339629673
1930,3.853372095,3.704913003,4.104527833,3.65003483,3.615308537,3.684138782,2.229222527,2.08522703,2.385469603,2.26729568,2.156701786,2.339629673
1965,3.837682898,3.703607856,4.104527833,3.639388561,3.615308537,3.652199973,2.185283205,2.085152983,2.385469603,2.217235294,2.155374424,2.339629673
1972,3.730442903,3.703607856,3.78280785,3.673574161,3.650657172,3.717865339,2.120123153,2.085152983,2.189989444,2.19565112,2.155374424,2.274877151
2005,3.835481082,3.703607856,4.02002754,3.70659772,3.652199973,3.749727848,2.165672537,2.085152983,2.221875185,2.228363477,2.155374424,2.274877151
2025,3.861143876,3.780596237,4.02002754,3.727528859,3.71499339,3.749727848,2.193026456,2.167214738,2.221875185,2.260967324,2.253185965,2.274877151
2065,3.935765723,3.780596237,4.02002754,3.739893613,3.71499339,3.754959602,2.198808426,2.167214738,2.221875185,2.263204548,2.253185965,2.281588823
2070,3.827801238,3.696134085,4.006673391,3.701691228,3.635120692,3.754959602,2.143460142,2.055830332,2.207335356,2.221822221,2.130691874,2.281588823
2104,3.907034927,3.696134085,4.018297305,3.718504427,3.635120692,3.765432987,2.156640169,2.055830332,2.207335356,2.225635183,2.130691874,2.281588823
2137,3.938861402,3.696134085,4.102152815,3.659281189,3.577289887,3.765432987,2.223385242,2.055830332,2.407570574,2.241082266,2.130691874,2.327930073
2150,4.048613077,4.018297305,4.102152815,3.70407801,3.577289887,3.769511156,2.267013734,2.186715811,2.407570574,2.287987096,2.264624852,2.327930073
2175,3.944583562,3.706208763,4.102152815,3.656922522,3.577289887,3.769511156,2.210591986,2.037489574,2.407570574,2.241482298,2.125110458,2.327930073
2184,3.91165541,3.706208763,4.025389109,3.708075364,3.623966523,3.769511156,2.141058176,2.037489574,2.198969144,2.215384144,2.125110458,2.271406363
2196,3.829514799,3.706208763,4.003368359,3.675284064,3.623966523,3.730748415,2.1239377,2.037489574,2.198969144,2.204916615,2.125110458,2.249635611
2232,3.850038055,3.76777853,4.003368359,3.687008081,3.659138573,3.730748415,2.172549783,2.13535438,2.198969144,2.255456261,2.240003777,2.276729395
2263,3.750170685,3.703766248,3.778967276,3.647337904,3.611737884,3.671137256,2.119288662,2.039185781,2.183325825,2.210574108,2.11498915,2.276729395
2290,3.874338741,3.703766248,4.151471444,3.607340765,3.551145837,3.659138573,2.188940099,2.039185781,2.344308691,2.240100808,2.11498915,2.328583879
2312,3.87919307,3.703766248,4.151471444,3.604836307,3.551145837,3.6516252,2.169655228,2.039185781,2.344308691,2.224814443,2.11498915,2.328583879
2339,3.895735938,3.753394851,4.151471444,3.619203476,3.551145837,3.654839389,2.219386256,2.125471212,2.344308691,2.275073237,2.230870298,2.328583879
2370,3.746785165,3.704619126,3.782341519,3.636649369,3.603483517,3.654839389,2.109388886,2.014316582,2.188378864,2.202130174,2.109754691,2.265765532
2392,3.741340697,3.704619126,3.766008116,3.636358781,3.603483517,3.654839389,2.124964195,2.014316582,2.188378864,2.211959386,2.109754691,2.265765532
2397,3.75125794,3.704619126,3.783146578,3.627321748,3.603483517,3.650753438,2.096971161,2.014316582,2.17219714,2.196516339,2.109754691,2.260357936
2440,3.889680319,3.766008116,4.119886263,3.61553952,3.568136831,3.650753438,2.194297383,2.104399761,2.306295249,2.243003398,2.219436389,2.260357936
2498,3.86832616,3.701945638,4.119886263,3.592474786,3.568136831,3.627728289,2.141043675,2.012436015,2.306295249,2.185851756,2.088903012,2.249215868
2527,3.948118948,3.701945638,4.119886263,3.625151552,3.568136831,3.725758589,2.161596428,2.012436015,2.306295249,2.196064932,2.088903012,2.250075915
2529,3.951985444,3.701945638,4.13148575,3.620549903,3.554331883,3.725758589,2.172963554,2.012436015,2.340396625,2.198419918,2.088903012,2.256280827
2568,3.979523357,3.784559377,4.13148575,3.628112997,3.554331883,3.725758589,2.200478771,2.094981666,2.340396625,2.23780291,2.207051989,2.256280827
2572,3.873446495,3.704294359,4.13148575,3.576511839,3.554331883,3.604248518,2.144205706,1.997238827,2.340396625,2.18410698,2.088988124,2.256280827
2609,3.755721475,3.704294359,3.784559377,3.603918664,3.570955116,3.636552358,2.084072219,1.997238827,2.159996165,2.180940096,2.088988124,2.246780177
2622,3.729574096,3.704294359,3.778310688,3.589079984,3.559732478,3.636552358,2.04788276,1.986413288,2.159996165,2.142838341,2.088988124,2.246780177
2647,3.855219556,3.706117239,4.081230739,3.576922599,3.53448296,3.636552358,2.175689682,1.986413288,2.380659594,2.2065815,2.092746721,2.280217603
2652,3.933653604,3.706117239,4.081230739,3.607526558,3.53448296,3.728364235,2.179840129,1.986413288,2.380659594,2.200125555,2.092746721,2.280217603
2671,3.955106874,3.770477048,4.081230739,3.627297364,3.53448296,3.728364235,2.226305121,2.125808266,2.380659594,2.246836984,2.22741234,2.280217603
2684,3.936463023,3.770477048,4.025299188,3.682841337,3.619044896,3.728364235,2.147954944,2.125808266,2.172447504,2.222276013,2.206534691,2.232881008
2737,3.853496631,3.764713656,4.025299188,3.648181637,3.619044896,3.701114881,2.132313285,2.125522527,2.145609061,2.221026168,2.206534691,2.232881008
2744,3.831476127,3.704415537,4.025299188,3.621541407,3.539124206,3.701114881,2.076532617,1.958466263,2.145609061,2.165155353,2.065268561,2.223662805
2779,3.724917975,3.704415537,3.764713656,3.563626115,3.527369004,3.624385135,2.008599609,1.941810036,2.125522527,2.114399898,2.054268328,2.223662805
2814,3.800184301,3.704415537,3.990512634,3.591280659,3.527369004,3.707348769,2.007332084,1.941810036,2.121719953,2.108509848,2.054268328,2.205992656
2850,3.929262519,3.705624733,4.091650189,3.598579769,3.527369004,3.707348769,2.134086682,1.941810036,2.338730056,2.166721508,2.054268328,2.23990354
2853,3.94933606,3.765845357,4.091650189,3.622016321,3.561021535,3.707348769,2.190890565,2.112221685,2.338730056,2.225722176,2.205992656,2.23990354
2854,3.876091269,3.765845357,4.091650189,3.588203446,3.561021535,3.605910144,2.190696518,2.112221685,2.338730056,2.231278754,2.222662389,2.23990354
2858,3.743811046,3.694809521,3.770778262,3.571413469,3.510651604,3.605910144,2.052201538,1.923245117,2.121137812,2.170798225,2.058461954,2.231270333
2912,3.854540928,3.694809521,4.098035003,3.549646056,3.510651604,3.605910144,2.128985783,1.923245117,2.342574421,2.187480446,2.058461954,2.281316996
2923,3.934807346,3.694809521,4.098035003,3.578102489,3.510651604,3.691279442,2.130072669,1.923245117,2.342574421,2.177034644,2.058461954,2.281316996
2934,3.936891967,3.701063384,4.098035003,3.577052894,3.507502822,3.691279442,2.134111358,1.935361182,2.342574421,2.176631752,2.057253278,2.281316996
2938,3.907051792,3.701063384,4.011577515,3.639257895,3.507502822,3.71899142,2.063287423,1.935361182,2.130102616,2.152756842,2.057253278,2.209692264
2961,3.831676812,3.701063384,4.008514478,3.585231531,3.507502822,3.71899142,2.049841268,1.935361182,2.130102616,2.155625285,2.057253278,2.209692264
2981,3.858855666,3.782599945,4.008514478,3.589751801,3.521063631,3.71899142,2.100517391,2.084060006,2.130102616,2.200252426,2.191134703,2.209692264
2991,3.75549839,3.69844265,3.785452575,3.512007303,3.485757928,3.529200352,2.024277445,1.901382781,2.087389549,2.14250796,2.036458866,2.199930311
3023,3.750475277,3.69844265,3.782599945,3.531309518,3.485757928,3.587106996,2.03415401,1.901382781,2.113689698,2.145830273,2.036458866,2.20989725
3037,3.869038188,3.69844265,4.138288678,3.535395688,3.485757928,3.587106996,2.120544642,1.901382781,2.346561445,2.168414331,2.036458866,2.258886877
3044,3.983451995,3.770383235,4.138288678,3.605005024,3.533322141,3.694585935,2.192812863,2.113689698,2.346561445,2.218388575,2.186381597,2.258886877
3050,3.981885669,3.765684257,4.138288678,3.601746627,3.533322141,3.694585935,2.185141633,2.090676008,2.346561445,2.217879569,2.186381597,2.258886877
3066,3.945879307,3.765684257,4.041684071,3.656481753,3.577331804,3.697527519,2.106000796,2.090676008,2.118187446,2.194426947,2.186381597,2.208370234
3098,3.974780685,3.765684257,4.128388207,3.590876066,3.497768874,3.697527519,2.162641811,2.090676008,2.28811049,2.222395554,2.188529008,2.270287419
3099,3.976184542,3.769895827,4.128388207,3.588478299,3.497768874,3.697527519,2.169150117,2.109138935,2.28811049,2.222433925,2.188529008,2.270287419
3116,3.894711394,3.769895827,4.128388207,3.518403788,3.487303984,3.570138505,2.153569558,2.062397256,2.28811049,2.223013348,2.190267277,2.270287419
3147,3.770239595,3.754972809,3.785850149,3.538904618,3.487303984,3.570138505,2.087325473,2.062397256,2.110200927,2.197642903,2.190267277,2.208485348
3198,3.897733224,3.754972809,4.152376715,3.516805975,3.487303984,3.559271366,2.151213427,2.062397256,2.30186479,2.188265397,2.18035283,2.194176084
3205,3.871367001,3.70675148,4.152376715,3.508921138,3.463649473,3.559271366,2.104653168,1.922716478,2.30186479,2.13794557,2.039307797,2.194176084
3206,3.878508197,3.70675148,4.152376715,3.508536346,3.463649473,3.558116989,2.100592783,1.922716478,2.30186479,2.140684279,2.039307797,2.20239221
3222,3.839626897,3.70675148,4.035732813,3.568534858,3.463649473,3.683838111,2.029396766,1.922716478,2.088276738,2.143227885,2.039307797,2.20239221
3253,3.836637856,3.697784356,4.035732813,3.561245944,3.441782731,3.683838111,2.027092354,1.915803243,2.088276738,2.142854245,2.038186877,2.20239221
3256,3.957760448,3.697784356,4.139764174,3.540506874,3.441782731,3.683838111,2.110762401,1.915803243,2.328207223,2.16045309,2.038186877,2.255188744
3301,3.868735132,3.697784356,4.139764174,3.49638328,3.441782731,3.551467327,2.104492061,1.915803243,2.328207223,2.162159438,2.038186877,2.255188744
3310,3.976572542,3.768656866,4.139764174,3.565121176,3.495899781,3.64799642,2.156157638,2.069465716,2.328207223,2.206679792,2.171747938,2.255188744
3321,3.858843145,3.768656866,4.021296587,3.55315018,3.459986792,3.64799642,2.06547656,2.056163991,2.070799974,2.179284571,2.171747938,2.193102694
3351,3.856797144,3.762518863,4.021296587,3.549667663,3.459986792,3.64799642,2.065752777,2.056163991,2.070799974,2.181435044,2.171747938,2.199554112
3368,3.778366256,3.762518863,3.786575981,3.485421916,3.455259179,3.541019778,2.059486789,2.05200201,2.070294365,2.182984311,2.173003081,2.199554112
3372,3.861804048,3.762518863,4.036889357,3.551824166,3.455259179,3.65919354,2.06901157,2.05200201,2.084738334,2.183429231,2.174337839,2.199554112
3415,3.840697398,3.699198913,4.036889357,3.51289681,3.424237711,3.65919354,2.018079698,1.917498751,2.084738334,2.126894363,2.02994951,2.17639574
3416,3.840056429,3.699198913,4.036889357,3.509354724,3.424237711,3.65919354,2.01390047,1.917498751,2.084738334,2.127465487,2.02994951,2.178109111
3427,3.831142622,3.699198913,4.010147938,3.504129583,3.424237711,3.643518118,2.005749756,1.917498751,2.060286192,2.128410774,2.02994951,2.178109111
3449,3.971938546,3.784081016,4.121586683,3.520207689,3.444632921,3.643518118,2.118705373,2.039464325,2.256365603,2.203394374,2.1771737,2.254900312
3455,3.962919528,3.757023962,4.121586683,3.545608035,3.472472029,3.643518118,2.125686708,2.060286192,2.256365603,2.203595115,2.1771737,2.254900312
3475,3.861113466,3.704729752,4.121586683,3.470349599,3.417742811,3.520833959,2.070824166,1.895698567,2.256365603,2.151883079,2.022037592,2.254900312
3492,3.748239758,3.704729752,3.78296556,3.460633664,3.417742811,3.520833959,1.9897602,1.895698567,2.060408328,2.117823202,2.022037592,2.178711335
3498,3.753020662,3.704729752,3.78296556,3.458883152,3.417742811,3.515582423,1.989641761,1.895698567,2.06005301,2.113470806,2.022037592,2.165654146
3532,3.779603529,3.771366673,3.784478354,3.467042911,3.442222086,3.515582423,2.028486187,2.012231847,2.06005301,2.155941122,2.14944854,2.165654146
3546,3.753865312,3.70575091,3.784478354,3.454799515,3.406594037,3.515582423,1.985482828,1.884163626,2.06005301,2.10817569,2.009424385,2.165654146
3592,3.756278097,3.70575091,3.784478354,3.455150552,3.406594037,3.516635532,1.978677972,1.884163626,2.039638443,2.109398256,2.009424385,2.169321843
3609,3.865670625,3.70575091,4.112655937,3.450729724,3.406594037,3.516635532,2.089130937,1.884163626,2.343590741,2.131602142,2.009424385,2.216060198
3617,3.863746621,3.699978901,4.112655937,3.446032161,3.392501349,3.516635532,2.085602506,1.873578335,2.343590741,2.131297576,2.008510687,2.216060198
3624,3.863183845,3.699978901,4.112655937,3.432193541,3.392501349,3.47511967,2.089649484,1.873578335,2.343590741,2.131971601,2.008510687,2.216060198
3686,3.745413353,3.699978901,3.776916696,3.450047877,3.392501349,3.482522614,1.990253391,1.873578335,2.051779375,2.112681403,2.008510687,2.171343918
3785,3.853377934,3.759344462,4.023872644,3.518640923,3.47511967,3.598280485,2.055299695,2.045402463,2.068717247,2.154420542,2.133728104,2.171343918
3818,3.972384333,3.759344462,4.133935892,3.495122465,3.404564295,3.598280485,2.118715588,2.045402463,2.242027053,2.159062638,2.133728104,2.185270208
3861,3.979889593,3.781860242,4.133935892,3.462705511,3.385271753,3.598280485,2.10867738,2.015287841,2.242027053,2.153958822,2.133728104,2.185270208
3896,3.874649142,3.708151293,4.133935892,3.383631519,3.361058509,3.404564295,2.048469176,1.888092634,2.242027053,2.11268594,2.009909457,2.185270208
3952,3.753900548,3.708151293,3.781860242,3.404663054,3.361058509,3.467658899,1.979567632,1.888092634,2.035322421,2.105239915,2.009909457,2.162932133
3968,3.8340165,3.708151293,4.022208098,3.465167432,3.361058509,3.566784889,1.995840929,1.888092634,2.064107733,2.111082498,2.009909457,2.162932133
3987,3.972269167,3.771690109,4.122909294,3.467653413,3.36851645,3.566784889,2.142827909,2.035322421,2.329053573,2.183306948,2.160405905,2.226582806
4035,3.947241501,3.696607111,4.122909294,3.429945393,3.35453484,3.566784889,2.090930264,1.879629487,2.329053573,2.128489956,1.998481157,2.226582806
4051,3.945254252,3.696607111,4.122909294,3.434485467,3.35453484,3.580405113,2.09496424,1.879629487,2.329053573,2.123029237,1.998481157,2.226582806
4053,3.909476675,3.696607111,4.016246349,3.504935411,3.35453484,3.580405113,2.004623642,1.879629487,2.076209661,2.091506868,1.998481157,2.144023749
4066,3.91113902,3.701594146,4.016246349,3.500222169,3.340395112,3.580405113,1.998475023,1.861183627,2.076209661,2.091098747,1.997256794,2.144023749
4109,3.946421094,3.701594146,4.122092571,3.42715117,3.340395112,3.579866281,2.078297092,1.861183627,2.31567587,2.107038005,1.997256794,2.191841521
4121,3.842643788,3.701594146,4.122092571,3.34405262,3.330570631,3.361192118,2.010786293,1.855499382,2.31567587,2.063310837,1.997256794,2.191841521
4132,3.863448188,3.704244647,4.122092571,3.376669706,3.330570631,3.438246369,2.072864281,1.855499382,2.31567587,2.116848248,2.000834197,2.191841521
4154,3.865607961,3.704244647,4.128571888,3.364354408,3.324246222,3.438246369,2.064370924,1.855499382,2.290195798,2.114113761,2.000834197,2.18363806
4184,3.891907481,3.764007348,4.128571888,3.372311396,3.324246222,3.438246369,2.117061052,2.013569765,2.290195798,2.163205908,2.148110637,2.18363806
4219,3.873313145,3.708224342,4.128571888,3.33578836,3.324246222,3.354441595,2.049204713,1.843848576,2.290195798,2.104828008,1.982735326,2.18363806
4243,3.754276268,3.708224342,3.783143206,3.367844394,3.328677262,3.420414323,1.963307279,1.843848576,2.032503495,2.093419821,1.982735326,2.1494135
4293,3.857313479,3.708224342,4.092254841,3.359982633,3.328677262,3.420414323,2.079919045,1.843848576,2.363405066,2.105066872,1.982735326,2.183051789
4321,3.966908078,3.771461255,4.092254841,3.439998472,3.330856314,3.568724779,2.161228609,2.032503495,2.363405066,2.142152467,2.093992111,2.183051789
4325,3.971901255,3.786440784,4.092254841,3.413497887,3.330856314,3.568724779,2.143581738,1.979562882,2.363405066,2.137059477,2.093992111,2.183051789
4352,3.974476726,3.786440784,4.099981254,3.406914838,3.311107168,3.568724779,2.108856288,1.979562882,2.259228715,2.131855054,2.093992111,2.167438518
4371,3.889504521,3.782091524,4.099981254,3.334165119,3.311107168,3.350475622,2.071839539,1.976727021,2.259228715,2.141388158,2.122591424,2.167438518
4404,3.883552559,3.768584898,4.099981254,3.354429256,3.311107168,3.401704978,2.091530328,1.976727021,2.259228715,2.145678249,2.122591424,2.167438518
4436,3.752167194,3.705825161,3.782091524,3.354600109,3.311619726,3.401704978,1.955526336,1.851216738,2.038635248,2.085517395,1.986955956,2.147004806
