Step,"Group: femnist - Client #1, train_avg_loss","Group: femnist - Client #1, train_avg_loss__MIN","Group: femnist - Client #1, train_avg_loss__MAX","Group: femnist - Client #2, train_avg_loss","Group: femnist - Client #2, train_avg_loss__MIN","Group: femnist - Client #2, train_avg_loss__MAX","Group: femnist - Client #3, train_avg_loss","Group: femnist - Client #3, train_avg_loss__MIN","Group: femnist - Client #3, train_avg_loss__MAX","Group: femnist - Client #4, train_avg_loss","Group: femnist - Client #4, train_avg_loss__MIN","Group: femnist - Client #4, train_avg_loss__MAX","Group: femnist - Client #5, train_avg_loss","Group: femnist - Client #5, train_avg_loss__MIN","Group: femnist - Client #5, train_avg_loss__MAX",avg,min,max
2668,,,,,,,1.612957001,1.612957001,1.612957001,,,,,,,1.524444032,1.404989243,1.730741262
2710,,,,,,,,,,,,,1.730741262,1.730741262,1.730741262,1.52181561,1.404989243,1.730741262
2717,1.413449526,1.413449526,1.413449526,,,,,,,,,,,,,1.530762362,1.404989243,1.775475025
2725,,,,,,,1.404989243,1.404989243,1.404989243,,,,,,,1.488158202,1.200428724,1.775475025
2843,,,,,,,1.460083127,1.460083127,1.460083127,,,,,,,1.536875868,1.200428724,1.775475025
2847,1.599814892,1.599814892,1.599814892,,,,,,,,,,,,,1.522377729,1.200428724,1.775475025
2854,,,,,,,,,,,,,1.775475025,1.775475025,1.775475025,1.4917557,1.200428724,1.775475025
2883,,,,,,,1.200428724,1.200428724,1.200428724,,,,,,,1.469191575,1.200428724,1.6626544
2899,,,,1.648577571,1.648577571,1.648577571,,,,,,,,,,1.544358373,1.387592435,1.6626544
2924,,,,,,,,,,1.387592435,1.387592435,1.387592435,,,,1.495773649,1.387592435,1.6626544
2946,,,,1.446704745,1.446704745,1.446704745,,,,,,,,,,1.511173487,1.405653954,1.6626544
2966,,,,,,,,,,,,,1.6626544,1.6626544,1.6626544,1.489992476,1.340799689,1.6626544
2979,,,,,,,,,,1.576262712,1.576262712,1.576262712,,,,1.394790816,1.186646104,1.576262712
2980,,,,1.405653954,1.405653954,1.405653954,,,,,,,,,,1.392271256,1.186646104,1.563664913
3054,,,,,,,,,,,,,1.464591622,1.464591622,1.464591622,1.353045225,1.186646104,1.563664913
3072,,,,,,,,,,1.340799689,1.340799689,1.340799689,,,,1.377330565,1.186646104,1.586018324
3077,1.186646104,1.186646104,1.186646104,,,,,,,,,,,,,1.420135093,1.186646104,1.586018324
3092,,,,,,,1.563664913,1.563664913,1.563664913,,,,,,,1.464221454,1.209523797,1.586018324
3096,,,,1.209523797,1.209523797,1.209523797,,,,,,,,,,1.383579874,1.160457015,1.586018324
3097,,,,,,,,,,,,,1.586018324,1.586018324,1.586018324,1.457249331,1.160457015,1.586018324
3161,,,,,,,,,,1.554822326,1.554822326,1.554822326,,,,1.408784342,1.160457015,1.577871084
3170,1.407077909,1.407077909,1.407077909,,,,,,,,,,,,,1.396392059,1.160457015,1.577871084
3179,,,,1.160457015,1.160457015,1.160457015,,,,,,,,,,1.346393466,1.157084942,1.577871084
3194,,,,,,,1.577871084,1.577871084,1.577871084,,,,,,,1.408832502,1.157084942,1.577871084
3197,,,,,,,,,,1.343693376,1.343693376,1.343693376,,,,1.413171268,1.157084942,1.59956491
3230,,,,1.492860913,1.492860913,1.492860913,,,,,,,,,,1.474117184,1.157084942,1.648422956
3242,,,,,,,1.157084942,1.157084942,1.157084942,,,,,,,1.420760322,1.157084942,1.648422956
3262,,,,1.472652197,1.472652197,1.472652197,,,,,,,,,,1.409942102,1.102993846,1.648422956
3288,,,,,,,,,,1.59956491,1.59956491,1.59956491,,,,1.432056069,1.102993846,1.648422956
3303,1.648422956,1.648422956,1.648422956,,,,,,,,,,,,,1.374411583,1.102993846,1.648422956
3353,,,,,,,1.226076603,1.226076603,1.226076603,,,,,,,1.350936174,1.102993846,1.583222032
3363,1.102993846,1.102993846,1.102993846,,,,,,,,,,,,,1.380656433,1.102993846,1.583222032
3407,1.583222032,1.583222032,1.583222032,,,,,,,,,,,,,1.520345354,1.311342478,1.801438451
3421,,,,1.311342478,1.311342478,1.311342478,,,,,,,,,,1.546412945,1.311342478,1.801438451
3455,1.531045914,1.531045914,1.531045914,,,,,,,,,,,,,1.579385734,1.374677896,1.801438451
3458,,,,,,,,,,,,,1.374677896,1.374677896,1.374677896,1.591247916,1.374677896,1.801438451
3529,,,,1.801438451,1.801438451,1.801438451,,,,,,,,,,1.623128057,1.476206422,1.801438451
3532,,,,,,,1.713559985,1.713559985,1.713559985,,,,,,,1.514739442,1.259495378,1.713559985
3608,,,,,,,1.476206422,1.476206422,1.476206422,,,,,,,1.42305727,1.255149126,1.590356827
3615,,,,,,,,,,,,,1.590356827,1.590356827,1.590356827,1.421358657,1.255149126,1.590356827
3639,,,,1.534078598,1.534078598,1.534078598,,,,,,,,,,1.349465275,1.230889916,1.534078598
3640,,,,,,,,,,1.259495378,1.259495378,1.259495378,,,,1.311352801,1.230889916,1.467713356
3641,1.255149126,1.255149126,1.255149126,,,,,,,,,,,,,1.331739831,1.230889916,1.467713356
3671,,,,1.467713356,1.467713356,1.467713356,,,,,,,,,,1.35731883,1.230889916,1.467713356
3725,1.230889916,1.230889916,1.230889916,,,,,,,,,,,,,1.321357894,1.230889916,1.383044124
3735,,,,,,,,,,,,,1.343516231,1.343516231,1.343516231,1.336616945,1.287908673,1.383044124
3780,,,,,,,,,,1.361430526,1.361430526,1.361430526,,,,1.301953912,1.170201063,1.383044124
3823,,,,,,,,,,1.383044124,1.383044124,1.383044124,,,,1.324148369,1.170201063,1.472402811
3854,,,,1.287908673,1.287908673,1.287908673,,,,,,,,,,1.339381528,1.170201063,1.472402811
3894,,,,,,,,,,1.307185173,1.307185173,1.307185173,,,,1.320723414,1.170201063,1.472402811
3901,1.170201063,1.170201063,1.170201063,,,,,,,,,,,,,1.380759883,1.170201063,1.607367516
3904,,,,,,,1.472402811,1.472402811,1.472402811,,,,,,,1.369646192,1.114632607,1.607367516
3915,,,,1.459209919,1.459209919,1.459209919,,,,,,,,,,1.297873116,1.113537431,1.607367516
3963,1.194618106,1.194618106,1.194618106,,,,,,,,,,,,,1.278878284,1.113537431,1.607367516
